matches,team,year
40,frc461,2014
12,frc3785,2011
11,frc2373,2015
20,frc1027,2012
8,frc2414,2008
25,frc4128,2012
11,frc3950,2014
28,frc85,2007
21,frc2867,2014
23,frc3161,2016
12,frc4037,2013
10,frc4501,2014
7,frc1872,2009
13,frc5716,2017
43,frc3119,2009
8,frc4728,2016
24,frc4949,2017
11,frc708,2005
26,frc3988,2013
8,frc5998,2016
28,frc2619,2012
33,frc2974,2013
9,frc4112,2013
9,frc1062,2005
16,frc3623,2012
49,frc66,2006
9,frc2879,2011
11,frc4074,2012
15,frc484,2005
11,frc970,2006
12,frc1103,2007
11,frc4245,2014
9,frc2129,2012
11,frc5099,2014
40,frc5046,2014
26,frc1569,2013
21,frc451,2007
29,frc1306,2016
29,frc3668,2014
9,frc3054,2012
62,frc368,2014
12,frc1532,2008
37,frc2655,2011
17,frc3244,2016
8,frc1514,2009
11,frc961,2005
12,frc4654,2016
39,frc1474,2008
57,frc4525,2017
25,frc1985,2008
8,frc6167,2017
15,frc5015,2014
17,frc1610,2012
13,frc2374,2010
8,frc885,2008
25,frc846,2010
24,frc3176,2014
31,frc4384,2014
9,frc3392,2010
24,frc4573,2013
28,frc316,2009
20,frc4008,2013
62,frc948,2015
8,frc2537,2008
36,frc2832,2009
12,frc3010,2012
10,frc3262,2012
21,frc4913,2015
27,frc6136,2017
9,frc4762,2015
26,frc4568,2017
46,frc4,2016
9,frc1898,2006
10,frc2761,2012
5,frc66,2002
26,frc1714,2007
10,frc2836,2012
9,frc1523,2009
10,frc5133,2016
24,frc3767,2012
19,frc2079,2013
51,frc1099,2014
49,frc141,2006
27,frc3187,2015
11,frc2456,2008
20,frc1418,2013
15,frc3355,2013
24,frc4211,2012
18,frc980,2013
19,frc3241,2012
28,frc1325,2011
11,frc4803,2013
35,frc358,2006
49,frc70,2012
28,frc1502,2017
24,frc2070,2015
23,frc2212,2016
12,frc2998,2016
44,frc4954,2017
12,frc1525,2005
8,frc2904,2009
27,frc5175,2014
28,frc1466,2010
11,frc3831,2013
26,frc5255,2017
8,frc1275,2005
19,frc2342,2009
9,frc2861,2015
8,frc241,2007
12,frc4007,2015
12,frc4292,2014
9,frc4107,2015
8,frc3036,2016
9,frc4459,2013
8,frc6527,2017
9,frc2092,2009
9,frc4195,2013
9,frc1127,2009
36,frc122,2010
75,frc2054,2016
63,frc610,2014
12,frc4853,2014
29,frc381,2008
23,frc4102,2013
14,frc3543,2013
9,frc2515,2015
44,frc85,2013
10,frc1853,2007
15,frc2850,2010
11,frc1051,2011
9,frc1795,2009
22,frc3612,2017
16,frc1943,2006
12,frc2459,2015
10,frc3871,2015
9,frc2391,2008
7,frc3035,2009
14,frc3955,2017
11,frc2957,2011
8,frc4141,2013
30,frc527,2017
13,frc2972,2013
39,frc3511,2016
10,frc4833,2014
20,frc2358,2017
26,frc3618,2011
17,frc4749,2015
52,frc3735,2017
10,frc1950,2006
39,frc4183,2015
21,frc451,2013
45,frc1816,2015
61,frc3130,2016
32,frc191,2016
9,frc1724,2009
32,frc3133,2015
31,frc5104,2014
48,frc2751,2011
9,frc4298,2015
31,frc1073,2009
11,frc2261,2010
24,frc5017,2014
29,frc3507,2016
9,frc2982,2010
9,frc3393,2013
42,frc1915,2016
42,frc360,2017
12,frc2634,2011
46,frc3018,2014
7,frc2353,2009
13,frc3795,2011
44,frc228,2012
24,frc5683,2017
11,frc3218,2012
23,frc1246,2010
33,frc1747,2008
128,frc254,2014
10,frc2388,2015
82,frc95,2017
51,frc2068,2016
69,frc548,2011
21,frc578,2008
34,frc125,2011
39,frc476,2007
11,frc3853,2012
28,frc2474,2009
12,frc1164,2011
55,frc3284,2016
26,frc3609,2014
31,frc2200,2015
10,frc6181,2016
12,frc1908,2012
8,frc4155,2016
12,frc174,2007
12,frc0,2016
9,frc1748,2011
9,frc2175,2010
5,frc1138B,2016
33,frc1700,2006
24,frc3151,2014
59,frc3132,2015
23,frc3930,2012
33,frc271,2014
16,frc362,2009
24,frc3769,2011
30,frc5927,2016
24,frc1739,2014
24,frc3933,2017
82,frc234,2017
8,frc5838,2016
10,frc4668,2013
15,frc5349,2014
36,frc3128,2017
18,frc4468,2014
11,frc2805,2017
10,frc601,2013
24,frc1374,2017
11,frc1702,2008
10,frc2817,2014
12,frc1480,2005
31,frc4085,2013
12,frc2909,2014
13,frc1865,2008
9,frc1296,2006
12,frc4676,2014
28,frc3927,2012
11,frc5783,2017
26,frc6093,2016
14,frc4729,2015
24,frc1571,2016
24,frc6742,2017
25,frc1567,2006
8,frc1341,2008
54,frc195,2012
17,frc5731,2015
40,frc5438,2015
30,frc3096,2013
10,frc3946,2014
3,frc67,2004
16,frc2963,2013
31,frc862,2005
59,frc2168,2012
25,frc5148,2015
19,frc306,2008
20,frc869,2005
18,frc1733,2008
49,frc4908,2017
8,frc447,2007
11,frc1955,2007
11,frc4187,2014
10,frc4277,2015
45,frc78,2013
32,frc1108,2012
14,frc3137,2011
13,frc1245,2014
22,frc3360,2010
26,frc4512,2016
19,frc1148,2016
42,frc5952,2017
24,frc2591,2009
9,frc304,2010
30,frc3568,2013
65,frc155,2015
52,frc144,2017
36,frc771,2012
54,frc1592,2012
19,frc1777,2009
8,frc6473,2017
23,frc435,2008
26,frc3002,2010
25,frc4476,2013
55,frc3787,2015
23,frc704,2015
10,frc2496,2017
22,frc2811,2011
8,frc2264,2016
42,frc6337,2017
11,frc2065,2007
11,frc3692,2012
42,frc4373,2014
21,frc3373,2015
11,frc3382,2012
42,frc188,2016
9,frc3843,2012
10,frc3822,2013
29,frc123,2006
25,frc4791,2016
59,frc6548,2017
13,frc2457,2014
15,frc2498,2014
80,frc4967,2015
10,frc2489,2010
51,frc216,2014
58,frc4329,2016
41,frc6324,2017
7,frc155,2006
10,frc2925,2011
55,frc5124,2016
12,frc5274,2014
47,frc2147,2014
11,frc3868,2014
29,frc5734,2016
17,frc4778,2016
9,frc2106,2014
24,frc4475,2016
14,frc4910,2015
27,frc1690,2008
15,frc2465,2013
22,frc571,2010
8,frc2143,2007
54,frc123,2015
26,frc6465,2017
10,frc2737,2011
43,frc753,2016
38,frc5231,2015
8,frc1862,2008
9,frc1906,2007
31,frc1243,2012
40,frc316,2017
5,frc1237,2013
69,frc2832,2017
10,frc6060,2017
11,frc704,2006
47,frc1717,2010
10,frc4565,2013
23,frc6025,2017
13,frc496,2007
62,frc5160,2017
17,frc28,2007
11,frc1737,2014
27,frc1143,2014
22,frc1802,2008
16,frc1850,2007
9,frc3468,2015
29,frc2245,2010
49,frc115,2017
27,frc21,2009
12,frc4801,2015
11,frc5910,2017
29,frc4855,2017
10,frc4251,2013
11,frc4192,2015
10,frc2141,2015
41,frc1675,2017
14,frc647,2005
28,frc5575,2015
43,frc175,2013
9,frc2190,2012
45,frc1700,2015
12,frc4490,2013
12,frc5573,2016
13,frc2230,2016
27,frc1388,2014
28,frc904,2010
13,frc5657,2016
14,frc3519,2012
12,frc649,2005
19,frc2585,2016
15,frc3517,2011
24,frc5122,2017
59,frc5436,2017
24,frc3461,2015
14,frc1612,2008
10,frc3526,2016
12,frc3685,2014
26,frc4173,2014
10,frc1872,2017
16,frc4814,2014
9,frc1123,2010
12,frc2477,2015
9,frc2161,2015
11,frc3321,2017
13,frc3136,2010
101,frc1296,2015
7,frc3112,2009
21,frc2283,2013
11,frc2259,2014
24,frc1558,2008
23,frc639,2008
21,frc1661,2014
12,frc3056,2014
9,frc4795,2013
19,frc296,2017
29,frc3340,2014
27,frc1816,2006
41,frc525,2008
31,frc1379,2008
23,frc1760,2008
1,frc2018,2008
10,frc1644,2010
24,frc3792,2011
10,frc1943,2015
27,frc1807,2016
32,frc987,2010
8,frc3274,2015
36,frc3794,2017
22,frc5870,2016
26,frc4069,2016
27,frc1458,2010
13,frc3065,2013
30,frc2852,2017
24,frc4734,2017
11,frc4467,2013
28,frc1197,2017
36,frc2491,2017
9,frc3607,2011
21,frc2135,2008
10,frc2346,2010
13,frc1977,2012
8,frc3042,2013
10,frc3163,2012
30,frc2604,2012
23,frc1652,2011
29,frc3577,2015
14,frc2090,2016
8,frc1935,2006
30,frc3322,2017
34,frc1305,2009
10,frc3541,2012
9,frc1859,2006
8,frc2497,2009
14,frc1027,2005
10,frc606,2011
56,frc4586,2017
11,frc2544,2014
10,frc4740,2015
24,frc6011,2016
24,frc4579,2015
8,frc5971,2017
7,frc2573,2009
33,frc3215,2017
9,frc441,2009
21,frc2635,2009
35,frc3142,2016
43,frc3542,2017
10,frc2164,2007
36,frc462,2007
56,frc148,2007
31,frc358,2015
65,frc5024,2017
72,frc141,2015
24,frc1230,2014
13,frc1716,2012
42,frc484,2012
80,frc4935,2016
28,frc1256,2005
30,frc4076,2015
22,frc1912,2011
11,frc4820,2013
12,frc4583,2013
70,frc1732,2013
20,frc2781,2014
45,frc171,2010
39,frc288,2016
47,frc708,2012
24,frc4781,2016
13,frc3247,2016
8,frc2128,2008
10,frc2438,2008
19,frc599,2009
25,frc6712,2017
36,frc3647,2017
8,frc3305,2016
53,frc3234,2010
11,frc3043,2013
12,frc4215,2013
38,frc1629,2010
35,frc2854,2012
28,frc6471,2017
7,frc1610,2005
24,frc613,2014
21,frc1289,2013
9,frc2335,2017
10,frc1842,2006
34,frc1512,2015
12,frc1144,2009
20,frc1796,2011
12,frc1905,2007
11,frc2520,2011
18,frc70,2005
9,frc2735,2010
10,frc5500,2017
10,frc1302,2010
24,frc4327,2013
9,frc1777,2017
8,frc380,2008
12,frc1359,2013
7,frc2681,2009
10,frc5207,2016
24,frc5235,2016
40,frc744,2014
27,frc222,2010
14,frc1358,2011
43,frc4338,2017
19,frc2528,2010
10,frc4014,2012
8,frc4582,2017
10,frc3821,2017
41,frc2339,2015
25,frc134,2009
79,frc66,2015
43,frc6071,2016
21,frc5871,2017
8,frc867,2016
19,frc3651,2011
27,frc5776,2017
24,frc6532,2017
12,frc948,2006
17,frc5593,2015
14,frc1288,2010
11,frc1457,2005
15,frc256,2008
9,frc1557,2013
10,frc6164,2016
27,frc2408,2015
9,frc2034,2009
3,frc1946,2010
8,frc1835,2009
35,frc3481,2013
8,frc1456,2008
22,frc2517,2011
8,frc2576,2016
23,frc3784,2014
10,frc1798,2010
7,frc2496,2009
30,frc2673,2014
8,frc4383,2015
13,frc4317,2012
91,frc148,2013
41,frc3547,2012
56,frc234,2009
31,frc108,2010
39,frc4176,2014
26,frc2164,2013
33,frc4557,2014
42,frc2495,2014
8,frc1897,2007
23,frc2642,2011
38,frc1923,2011
10,frc6063,2016
10,frc4687,2015
9,frc2581,2008
8,frc2805,2009
25,frc180,2010
20,frc2470,2011
26,frc2145,2015
41,frc1732,2007
36,frc3490,2016
8,frc3848,2013
46,frc2474,2017
19,frc1195,2011
19,frc540,2010
28,frc4206,2012
9,frc4149,2012
9,frc4561,2013
22,frc1939,2015
20,frc101,2008
7,frc2471,2008
12,frc4218,2016
11,frc6154,2016
31,frc5860,2017
9,frc4287,2012
30,frc2228,2010
20,frc4322,2017
26,frc3928,2015
32,frc6175,2016
32,frc228,2005
9,frc2569,2009
50,frc1922,2010
29,frc3773,2015
9,frc408,2005
8,frc2624,2009
11,frc3368,2011
43,frc5030,2016
8,frc4574,2013
29,frc5450,2015
11,frc6398,2017
10,frc1392,2005
26,frc3455,2017
11,frc3675,2013
8,frc806,2010
23,frc6144,2016
8,frc1289,2007
36,frc2531,2015
18,frc4471,2016
24,frc1677,2014
57,frc1279,2016
37,frc1785,2015
10,frc2358,2009
12,frc4354,2014
9,frc2186,2010
17,frc3662,2012
24,frc5724,2017
11,frc6487,2017
10,frc3027,2010
20,frc4262,2012
23,frc2437,2012
9,frc6162,2016
27,frc1795,2017
12,frc2705,2010
14,frc1552,2006
14,frc3221,2011
13,frc3251,2010
12,frc1891,2014
34,frc527,2009
26,frc3070,2015
25,frc3035,2017
68,frc701,2016
53,frc869,2012
9,frc3185,2010
27,frc360,2009
54,frc862,2012
44,frc1086,2014
10,frc539,2012
26,frc195,2005
9,frc2353,2017
8,frc95,2009
15,frc2511,2010
10,frc2143,2013
24,frc743,2015
10,frc3967,2013
32,frc3525,2013
10,frc1850,2013
25,frc2166,2007
25,frc1332,2011
10,frc3691,2017
10,frc1209,2011
15,frc500,2007
26,frc5033,2017
15,frc3090,2015
66,frc1073,2017
12,frc4623,2013
16,frc28,2013
10,frc496,2013
10,frc3006,2013
33,frc346,2010
12,frc3224,2011
18,frc4516,2014
10,frc3177,2013
10,frc4731,2017
9,frc2966,2010
8,frc2241,2007
15,frc3981,2014
9,frc4842,2013
32,frc1592,2005
8,frc771,2005
35,frc5467,2017
9,frc4271,2013
27,frc3386,2015
10,frc5836,2016
46,frc1502,2009
38,frc3138,2014
32,frc6116,2016
11,frc547,2016
20,frc5339,2014
48,frc3570,2015
11,frc2275,2012
23,frc2628,2009
38,frc1523,2017
25,frc4786,2015
29,frc5525,2016
10,frc3812,2011
13,frc1108,2005
15,frc1860,2013
9,frc2952,2011
42,frc175,2007
89,frc4939,2017
9,frc5884,2016
11,frc3729,2014
10,frc3718,2011
9,frc1484,2007
24,frc5471,2017
17,frc2165,2012
10,frc3213,2011
105,frc469,2015
8,frc2571,2009
12,frc2976,2010
12,frc1561,2011
10,frc405,2012
30,frc1522,2016
69,frc244,2017
24,frc2458,2014
49,frc2342,2017
10,frc6648,2017
11,frc4633,2016
10,frc1307,2010
7,frc2283,2007
11,frc4154,2014
21,frc2010,2015
37,frc1528,2015
52,frc4055,2017
9,frc2841,2010
47,frc192,2012
11,frc117,2008
24,frc1940,2015
8,frc3872,2013
9,frc2998,2014
14,frc2212,2014
22,frc3646,2017
11,frc3672,2012
27,frc5175,2016
11,frc3508,2012
30,frc5697,2016
45,frc5567,2017
18,frc337,2006
9,frc1888,2006
11,frc308,2007
8,frc3282,2017
11,frc3942,2012
7,frc250,2005
13,frc2183,2012
9,frc5249,2015
13,frc5133,2014
22,frc2729,2010
9,frc4193,2012
67,frc1099,2016
24,frc1885,2006
55,frc5048,2015
10,frc1788,2006
11,frc1631,2006
8,frc1310,2006
9,frc3993,2012
24,frc3015,2011
10,frc3587,2011
22,frc5613,2017
11,frc4145B,2015
11,frc1982,2009
8,frc2765,2017
24,frc6595,2017
10,frc2845,2013
44,frc1002,2015
25,frc22,2006
22,frc1973,2011
62,frc365,2013
38,frc48,2007
9,frc1448,2012
19,frc5045,2017
76,frc2054,2014
10,frc2467,2008
24,frc433,2009
27,frc4453,2013
10,frc2574,2008
50,frc610,2016
11,frc6008,2017
10,frc3036,2014
35,frc4613,2015
12,frc6062,2017
35,frc1,2012
33,frc1710,2012
15,frc1814,2006
24,frc3283,2017
26,frc5527,2017
16,frc2855,2017
18,frc369,2015
10,frc1415,2008
24,frc5666,2017
10,frc4292,2016
12,frc1444,2006
39,frc4959,2017
38,frc1138,2013
37,frc2486,2013
46,frc3789,2015
33,frc191,2014
28,frc3130,2014
11,frc5875,2016
12,frc2115,2014
17,frc4777,2014
9,frc1787,2010
12,frc648,2011
9,frc1978,2006
7,frc2880,2009
11,frc3511,2014
17,frc2151,2012
8,frc53,2008
14,frc1580,2006
7,frc1357,2009
10,frc3048,2011
64,frc2075,2015
10,frc6103,2016
9,frc3484,2011
21,frc1642,2017
25,frc2338,2012
63,frc254,2016
10,frc2107,2008
8,frc3760,2011
29,frc2068,2014
29,frc555,2007
14,frc3318,2015
15,frc4553,2013
10,frc1915,2014
9,frc3081,2009
35,frc3018,2016
7,frc1984,2009
24,frc5017,2016
34,frc3507,2014
10,frc2432,2011
26,frc834,2005
12,frc1781,2008
8,frc4046,2013
47,frc5104,2016
19,frc1601,2006
71,frc2386,2017
24,frc3657,2011
75,frc3494,2017
9,frc2480,2012
73,frc4468,2016
12,frc1658,2010
24,frc6152,2017
32,frc326,2006
11,frc3170,2012
39,frc271,2016
25,frc1739,2016
7,frc434,2009
48,frc3609,2016
12,frc1489,2006
10,frc4155,2014
13,frc832,2006
16,frc2240,2012
24,frc3151,2016
9,frc3210,2010
24,frc2582,2015
24,frc2224,2009
10,frc4293,2015
45,frc3284,2014
8,frc907,2009
9,frc3366,2012
9,frc4269B,2015
11,frc1507,2007
9,frc1548,2009
11,frc1703,2006
24,frc1648,2013
38,frc5016,2017
27,frc1571,2014
18,frc3946,2016
41,frc868,2010
9,frc136,2011
9,frc3139,2013
9,frc1320,2006
40,frc2775,2009
10,frc3805,2011
24,frc1254,2012
25,frc5135,2017
15,frc896,2006
41,frc343,2008
58,frc4391,2015
10,frc4676,2016
32,frc6366,2017
36,frc121,2015
10,frc3204,2017
11,frc2174,2011
19,frc1949,2008
9,frc3743,2013
24,frc2909,2016
24,frc401,2006
22,frc2483,2011
13,frc3172,2013
42,frc692,2012
7,frc2149,2009
23,frc4649,2017
49,frc4564,2017
12,frc2993,2017
10,frc3790,2012
44,frc71,2006
41,frc1261,2010
20,frc1515,2012
10,frc1591,2010
10,frc2785,2012
30,frc2603,2013
10,frc5039,2015
10,frc4151,2012
11,frc1245,2016
42,frc4512,2014
19,frc945,2005
20,frc3158,2010
17,frc3211,2012
28,frc1148,2014
10,frc1749,2010
10,frc4187,2016
29,frc6108,2016
25,frc1058,2009
10,frc6435,2017
12,frc4791,2014
27,frc1647,2008
10,frc3578,2011
10,frc2004,2010
12,frc2457,2016
9,frc1248,2015
42,frc379,2010
27,frc2498,2016
34,frc6442,2017
7,frc3088,2010
18,frc219,2008
10,frc3779,2011
10,frc2264,2014
24,frc2942,2017
13,frc3169,2011
24,frc4373,2016
20,frc653,2012
51,frc188,2014
12,frc758,2006
19,frc2723,2015
7,frc2201,2009
11,frc4006,2015
30,frc1241,2006
23,frc1249,2009
9,frc2918,2013
31,frc4043,2012
10,frc3236,2011
8,frc1053,2009
8,frc6028,2016
15,frc1806,2006
27,frc3059,2012
19,frc2430,2008
32,frc3847,2012
9,frc1384,2005
10,frc1221,2010
19,frc2875,2015
10,frc3117,2010
28,frc449,2014
50,frc1626,2016
37,frc2370,2014
7,frc2205,2009
9,frc3765,2012
19,frc2613,2016
5,frc71,2002
11,frc2214,2012
23,frc5526,2015
10,frc5145,2015
9,frc2225,2009
14,frc2209,2007
24,frc2555,2017
26,frc4237,2012
20,frc2022,2016
60,frc2451,2016
11,frc5911,2016
12,frc4196,2013
18,frc2823,2015
18,frc73,2012
10,frc1585,2017
10,frc1916,2007
10,frc3522,2016
48,frc3175,2016
10,frc1183,2006
11,frc5117,2016
7,frc2132,2007
12,frc1825,2012
10,frc1799,2015
8,frc640,2010
37,frc1507,2013
12,frc2455,2013
11,frc4721,2016
24,frc4408,2017
10,frc1729,2012
16,frc1450,2009
21,frc1583,2010
7,frc1546,2005
12,frc1633,2009
32,frc75,2008
32,frc3467,2012
8,frc4514,2013
44,frc768,2011
39,frc3102,2013
8,frc1293,2013
29,frc229,2005
16,frc4456,2013
37,frc3303,2016
22,frc1764,2009
22,frc3145,2010
28,frc1967,2012
12,frc1815,2012
39,frc329,2012
47,frc971,2017
49,frc3482,2014
40,frc4635,2017
24,frc5532,2016
11,frc6448,2017
9,frc3029,2012
12,frc1801,2012
12,frc58,2011
31,frc686,2014
29,frc4077,2017
46,frc2197,2017
43,frc263,2010
34,frc537,2012
9,frc1687,2005
7,frc7,2005
11,frc1178,2008
17,frc236,2009
8,frc2031,2007
8,frc4571,2016
10,frc1845,2006
54,frc2171,2008
31,frc3593,2013
10,frc5092,2015
9,frc3297,2015
16,frc1322,2008
24,frc4096,2014
35,frc3223,2014
24,frc3534,2011
22,frc272,2005
10,frc3606,2014
91,frc2767,2017
24,frc4824,2015
12,frc128,2014
10,frc1824,2010
21,frc2265,2011
9,frc2196,2009
14,frc2231,2009
23,frc5881,2016
4,frc3358,2010
52,frc308,2013
36,frc5667,2015
41,frc341,2011
11,frc5932,2016
9,frc4166,2015
56,frc8,2008
26,frc1258,2012
32,frc694,2012
9,frc2509,2008
15,frc2449,2012
24,frc3707,2012
81,frc4828,2016
28,frc3603,2016
10,frc568,2008
15,frc1203,2008
28,frc691,2006
15,frc3181,2013
8,frc1137,2015
12,frc6668,2017
10,frc4066,2012
10,frc2369,2012
34,frc3506,2014
102,frc1671,2015
10,frc4065,2014
14,frc9135,2015
19,frc1141,2008
12,frc2627,2011
10,frc4728,2014
10,frc4690,2013
11,frc3000,2010
10,frc1775,2011
37,frc3161,2014
24,frc2867,2016
52,frc48,2013
25,frc365,2007
20,frc997,2008
42,frc4501,2016
35,frc5472,2015
24,frc2040,2015
10,frc4214,2012
22,frc3950,2016
8,frc1617,2010
44,frc5547,2016
10,frc3267,2013
69,frc461,2016
38,frc3990,2017
13,frc810,2009
15,frc3245,2011
39,frc662,2017
13,frc5638,2017
12,frc3244,2014
25,frc1339,2010
32,frc5136,2015
20,frc938,2012
30,frc4654,2014
18,frc1994,2012
21,frc1712,2008
7,frc1992,2008
20,frc393,2010
24,frc3632,2011
9,frc4239,2012
10,frc1306,2014
45,frc3668,2016
7,frc1138,2007
11,frc2460,2009
31,frc4799,2015
31,frc368,2016
10,frc1721,2011
34,frc6023,2016
58,frc3478,2017
60,frc4915,2017
7,frc2009,2009
8,frc2546,2008
10,frc4671,2013
29,frc5099,2016
39,frc126,2006
25,frc4757,2017
30,frc5046,2016
24,frc6714,2017
11,frc1303,2013
24,frc6583,2017
51,frc5608,2016
23,frc2472,2012
26,frc4495,2015
9,frc4207,2012
51,frc16,2010
14,frc3034,2011
27,frc4061,2013
45,frc118,2005
9,frc1304,2008
13,frc2394,2008
30,frc2809,2010
47,frc2246,2011
26,frc555,2013
30,frc4,2014
45,frc4334,2015
9,frc1205,2007
64,frc3974,2015
46,frc3176,2016
9,frc2773,2013
28,frc60,2012
7,frc2411,2008
23,frc2526,2013
58,frc4384,2016
10,frc4332,2017
47,frc1023,2010
22,frc3862,2012
16,frc5015,2016
26,frc1421,2011
12,frc5451,2015
44,frc847,2015
19,frc687,2012
27,frc5584,2015
21,frc2658,2012
24,frc4044,2012
24,frc293,2011
51,frc2903,2017
10,frc4291,2015
29,frc854,2009
4,frc3383,2010
33,frc316,2008
19,frc870,2006
15,frc2537,2009
9,frc5785,2015
11,frc539,2011
37,frc862,2011
41,frc3335,2013
27,frc6082,2016
57,frc5502,2016
67,frc27,2010
23,frc4213,2016
15,frc885,2009
9,frc1880,2014
19,frc869,2011
43,frc4918,2014
14,frc3224,2012
11,frc4025,2013
10,frc2606,2014
15,frc1480,2011
33,frc1188,2015
27,frc1985,2009
19,frc1209,2012
28,frc1332,2012
43,frc3323,2014
9,frc1802,2017
10,frc580,2010
38,frc2437,2011
8,frc1514,2008
122,frc1477,2013
14,frc2504,2015
66,frc4003,2017
24,frc1474,2009
15,frc3662,2011
26,frc5213,2017
9,frc1959,2006
36,frc3157,2010
24,frc5453,2017
8,frc125,2005
25,frc1410,2015
58,frc1690,2017
11,frc3221,2012
8,frc1711,2007
26,frc4994,2017
26,frc4169,2015
8,frc3212,2017
6,frc1218,2004
9,frc3926,2015
12,frc3376,2014
8,frc1872,2008
9,frc405,2011
16,frc1561,2012
11,frc3954,2015
15,frc4175,2016
10,frc2513,2014
10,frc4150,2016
16,frc2165,2011
31,frc3693,2014
10,frc3718,2012
32,frc1501,2010
12,frc97,2013
8,frc3700,2016
42,frc192,2011
30,frc995,2006
11,frc2182,2008
35,frc2996,2017
10,frc5479,2016
21,frc3410,2017
33,frc3452,2013
11,frc2414,2009
26,frc1429,2007
63,frc1100,2015
12,frc371,2016
39,frc639,2017
8,frc63,2006
39,frc3936,2014
26,frc4998,2017
10,frc1439,2008
35,frc2199,2013
10,frc4747,2014
8,frc3465,2017
16,frc1242,2006
15,frc2215,2008
9,frc1769,2006
8,frc340,2007
35,frc1675,2008
10,frc1782,2010
28,frc1726,2014
10,frc5348,2014
8,frc5781,2015
45,frc2783,2015
54,frc115,2008
24,frc1495,2016
9,frc3258,2010
48,frc1902,2014
9,frc5510,2017
24,frc614,2016
13,frc773,2007
10,frc6601,2017
20,frc1318,2010
56,frc3937,2016
20,frc2952,2012
24,frc3712,2017
11,frc2051,2013
10,frc2838,2016
9,frc5077,2015
11,frc3350,2016
10,frc1500,2005
29,frc3812,2012
8,frc5882,2016
28,frc2605,2014
11,frc253,2013
10,frc1909,2007
8,frc1692,2013
27,frc4153,2013
24,frc4380,2015
10,frc2275,2011
14,frc6204,2017
10,frc5568,2015
41,frc2493,2015
10,frc6386,2017
15,frc1317,2015
11,frc1884,2006
35,frc2135,2017
14,frc4543B,2013
9,frc1965,2007
11,frc988,2016
12,frc3706,2013
9,frc2508,2009
12,frc2769,2010
54,frc4381,2013
25,frc5010,2016
77,frc2337,2016
26,frc5448,2017
68,frc910,2010
9,frc5095,2016
29,frc2517,2012
8,frc4225,2017
26,frc5066,2015
38,frc1899,2013
10,frc3007,2016
8,frc1989,2010
39,frc5928,2017
21,frc525,2017
14,frc2192,2010
8,frc3976,2016
8,frc4789,2013
12,frc4496,2016
16,frc2067,2007
15,frc296,2008
9,frc2393,2009
49,frc1986,2010
11,frc2520,2012
12,frc1345,2010
11,frc4015,2015
11,frc3651,2012
23,frc587,2013
14,frc3293,2014
62,frc2877,2015
25,frc1197,2008
9,frc974,2012
33,frc1011,2013
9,frc2491,2008
29,frc2130,2010
58,frc6193,2016
10,frc2382,2010
9,frc4309,2013
11,frc5493,2016
29,frc5056,2015
19,frc2152,2013
13,frc2438,2017
10,frc3746,2011
9,frc3028,2013
35,frc548,2005
26,frc4851,2014
14,frc1920,2007
13,frc1997,2010
10,frc5273,2014
15,frc4473,2013
44,frc1025,2016
24,frc3616,2013
19,frc1425,2010
29,frc5839,2017
18,frc2335,2008
12,frc4276,2012
29,frc4944,2015
33,frc4130,2012
10,frc2039,2010
41,frc1923,2012
42,frc2642,2012
41,frc468,2014
35,frc145,2014
9,frc2213,2016
66,frc4039,2013
69,frc3547,2011
10,frc4344,2013
7,frc372,2009
9,frc5837,2017
34,frc1266,2009
29,frc2620,2014
7,frc1389,2007
23,frc5626,2015
12,frc2357,2013
36,frc1051,2005
11,frc4161,2017
14,frc2445,2010
26,frc238,2013
9,frc1195,2012
94,frc1676,2013
17,frc4135,2013
9,frc3460,2015
18,frc2470,2012
13,frc3336,2010
90,frc1640,2015
20,frc1652,2012
12,frc1965,2013
25,frc4122,2014
26,frc852,2010
8,frc3839,2017
44,frc114,2006
43,frc2604,2011
10,frc1527,2007
10,frc3163,2011
27,frc1602,2006
13,frc1977,2011
11,frc3838,2013
9,frc256,2017
20,frc4269,2017
24,frc5265,2016
8,frc3749,2017
9,frc606,2012
12,frc3541,2011
13,frc1777,2008
12,frc5977,2016
39,frc2067,2013
16,frc435,2009
9,frc4243,2015
10,frc2484,2015
16,frc1167,2005
14,frc1493,2015
81,frc4048,2014
24,frc3607,2012
31,frc4678,2014
22,frc2591,2008
25,frc2041,2011
10,frc4657,2014
12,frc5146,2014
14,frc1011,2007
14,frc3792,2012
8,frc587,2007
18,frc306,2009
16,frc2854,2011
12,frc1290,2016
11,frc5299,2017
14,frc5959,2017
16,frc1341,2009
70,frc2471,2017
61,frc2013,2015
13,frc1745,2010
42,frc3959,2014
9,frc6001,2016
41,frc1796,2012
9,frc1865,2009
38,frc2035,2016
9,frc963,2011
10,frc3275,2014
40,frc1311,2015
36,frc3658,2016
7,frc1702,2009
12,frc3135,2015
63,frc135,2015
11,frc1190,2005
8,frc3240,2016
18,frc1836,2006
68,frc1529,2016
65,frc5804,2016
10,frc2667,2014
12,frc5200,2016
22,frc362,2008
15,frc5261,2016
10,frc3728,2014
30,frc488,2016
20,frc5921,2016
18,frc708,2011
14,frc4765,2017
7,frc1636,2007
53,frc5561,2017
27,frc1676,2007
11,frc871,2010
22,frc1912,2012
19,frc101,2017
8,frc4769,2017
27,frc238,2007
16,frc578,2009
20,frc484,2011
