matches,team,year
15,frc2073B,2012
45,frc2848,2015
8,frc640,2016
58,frc2682,2017
16,frc8,2005
24,frc2169,2016
26,frc322,2016
19,frc2415,2008
10,frc3861,2011
14,frc2630,2014
10,frc2149,2011
38,frc3476,2017
24,frc86,2016
9,frc6541,2017
66,frc5675,2017
36,frc3175,2010
14,frc1248,2013
24,frc4715,2014
12,frc5452,2016
22,frc2022,2010
22,frc1249,2011
22,frc2813,2010
74,frc1285,2014
19,frc1280,2017
34,frc1746,2008
16,frc3493,2011
12,frc2723,2013
15,frc928,2007
6,frc1942,2010
12,frc538,2014
10,frc4006,2013
10,frc2560,2013
35,frc3512,2014
43,frc3019,2017
8,frc2028,2008
11,frc442,2010
4,frc1952,2010
41,frc2601,2017
27,frc1626,2010
25,frc3117,2016
19,frc1323,2006
8,frc615,2006
37,frc440,2010
9,frc2613,2010
11,frc3846,2011
43,frc2478,2017
27,frc3302,2017
26,frc6129,2017
10,frc1576,2014
11,frc3845,2014
10,frc4310,2015
10,frc1308,2013
11,frc2918,2015
43,frc330,2007
30,frc1572,2011
12,frc3758,2011
16,frc997,2005
26,frc1058,2011
10,frc2425,2014
29,frc3451,2014
43,frc4120,2014
29,frc5240,2016
11,frc5739,2015
18,frc623,2012
21,frc4859,2017
43,frc4216,2015
9,frc2600,2011
27,frc1683,2014
8,frc3872,2015
24,frc1940,2013
15,frc1982,2011
87,frc3098,2014
17,frc5087,2015
12,frc752,2015
13,frc4775,2016
11,frc5318,2017
11,frc3015,2009
9,frc225,2009
10,frc5075,2014
43,frc5069,2015
8,frc1687,2008
31,frc2374,2014
82,frc245,2015
11,frc4802,2017
13,frc3194,2012
95,frc1023,2016
8,frc3952,2016
15,frc1848,2009
11,frc2856,2014
14,frc3957,2017
35,frc2960,2009
19,frc3182,2011
22,frc2926,2013
76,frc846,2014
24,frc3515,2014
11,frc4968,2014
10,frc4295,2014
24,frc3176,2010
13,frc2344,2017
25,frc384,2012
10,frc3752,2014
24,frc4042,2016
15,frc1137,2007
65,frc4970,2017
18,frc4093,2012
9,frc6455,2017
15,frc2210,2008
28,frc3656,2014
26,frc2809,2016
14,frc1811,2008
20,frc3965,2017
11,frc1002,2013
10,frc1013,2014
56,frc16,2016
9,frc3591,2016
44,frc272,2008
12,frc4856,2016
8,frc421,2011
32,frc957,2014
96,frc166,2016
24,frc852,2006
26,frc2333,2014
27,frc3533,2016
9,frc6168,2016
69,frc3196,2017
12,frc114,2010
57,frc365,2015
29,frc3667,2017
14,frc5078,2017
15,frc981,2016
11,frc3648,2016
78,frc457,2014
18,frc1216,2005
29,frc5489,2016
8,frc3107,2009
24,frc2621,2014
26,frc4453,2015
10,frc3225,2010
9,frc3828,2012
9,frc3798,2013
58,frc47,2009
41,frc368,2010
10,frc3559,2013
32,frc5247,2014
20,frc4283,2013
37,frc3528,2016
8,frc4267,2017
36,frc291,2008
10,frc2193,2008
32,frc433,2011
16,frc1680,2007
8,frc7,2008
23,frc342,2011
8,frc4360,2016
7,frc1973,2009
18,frc1322,2005
41,frc3574,2014
12,frc1954,2011
48,frc369,2013
60,frc292,2017
59,frc359,2011
11,frc1414,2013
9,frc2227,2012
39,frc1339,2016
21,frc2594,2017
35,frc3789,2013
8,frc620,2006
8,frc2202,2008
14,frc1836,2010
37,frc2486,2015
35,frc1138,2015
24,frc5226,2016
8,frc2538,2017
16,frc2659,2008
15,frc4016,2013
37,frc461,2010
9,frc2880,2011
65,frc1334,2014
55,frc6004,2016
20,frc1218,2005
12,frc2473,2012
10,frc3408,2010
18,frc498,2012
15,frc3009,2012
9,frc3596,2015
10,frc5519,2015
22,frc624,2005
11,frc5587,2015
12,frc6463,2017
19,frc4502,2013
10,frc5003,2016
13,frc2837,2009
24,frc6016,2017
22,frc648,2009
20,frc4053,2013
32,frc4388,2016
9,frc4144,2012
34,frc2709,2013
19,frc6658,2017
12,frc871,2006
23,frc1657,2009
13,frc2867,2010
13,frc930,2012
29,frc858,2017
18,frc204,2011
11,frc4964,2014
18,frc772,2009
21,frc2912,2011
10,frc213,2011
18,frc3527,2015
9,frc5627,2016
10,frc3000,2016
16,frc1124,2013
10,frc4841,2014
45,frc5524,2015
47,frc333,2017
9,frc1361,2006
17,frc501,2013
22,frc4533,2016
13,frc1546,2008
8,frc2254,2008
26,frc2075,2013
38,frc2512,2016
19,frc75,2005
15,frc5038,2016
30,frc663,2012
12,frc1413,2015
8,frc558,2008
22,frc4234,2012
27,frc3793,2016
8,frc2432,2009
10,frc2739,2010
39,frc4904,2017
30,frc1076,2017
22,frc229,2008
32,frc1111,2014
24,frc3171,2014
9,frc4553,2015
26,frc492,2008
11,frc1696,2012
9,frc3318,2013
16,frc1745,2006
9,frc3417,2013
10,frc5125,2015
23,frc1984,2011
26,frc5462,2015
9,frc3081,2011
32,frc224,2016
11,frc5820,2016
27,frc1551,2013
17,frc3320,2011
9,frc3840,2015
66,frc67,2011
28,frc2890,2017
25,frc3387,2012
29,frc2262,2017
69,frc3620,2015
12,frc2450,2015
12,frc4010,2013
38,frc2557,2010
29,frc2412,2017
41,frc2556,2017
13,frc6352,2017
9,frc3635,2014
27,frc1831,2014
17,frc1598,2015
13,frc3676,2016
9,frc1098,2007
9,frc3048,2009
9,frc4000,2012
8,frc4506,2016
23,frc59,2017
29,frc339,2007
17,frc3556,2012
35,frc3562,2014
30,frc5607,2016
8,frc2525,2013
25,frc4005,2017
24,frc5072,2014
10,frc6689,2017
39,frc527,2011
19,frc1785,2013
8,frc2957,2017
10,frc3849,2012
21,frc5823,2017
8,frc2129,2008
24,frc94,2011
20,frc3612,2011
16,frc4705,2014
25,frc3398,2014
17,frc973,2006
8,frc6628,2017
29,frc3136,2016
17,frc2619,2008
35,frc3419,2012
59,frc4961,2017
20,frc5930,2017
8,frc1051,2017
8,frc2402,2013
26,frc4956,2017
8,frc1846,2009
22,frc230,2006
55,frc1662,2012
56,frc3103,2014
61,frc4488,2017
28,frc949,2014
48,frc1123,2016
8,frc4632,2017
34,frc1539,2005
12,frc1089,2010
37,frc4901,2014
42,frc6097,2016
18,frc1286,2005
31,frc447,2006
16,frc1955,2006
13,frc1944,2012
10,frc1474,2012
10,frc3174,2010
18,frc4266,2012
11,frc4491,2017
11,frc2872,2009
8,frc1719,2008
14,frc2551,2010
18,frc1014,2006
10,frc3735,2011
61,frc6066,2017
8,frc5271,2017
18,frc709,2011
43,frc1625,2016
11,frc1026,2005
13,frc2358,2011
9,frc3070,2013
59,frc3618,2017
33,frc2443,2012
10,frc1919,2006
11,frc3224,2009
24,frc3781,2016
60,frc904,2016
39,frc4364,2016
45,frc841,2014
11,frc5027,2014
42,frc1711,2014
8,frc1610,2008
18,frc2585,2010
40,frc1332,2009
13,frc5292,2014
8,frc4011,2016
41,frc3473,2016
15,frc1209,2009
6,frc2230,2010
52,frc1985,2012
15,frc3200,2013
10,frc2143,2015
32,frc1723,2012
10,frc1382,2015
10,frc1850,2015
75,frc548,2017
50,frc3525,2015
10,frc3967,2015
26,frc95,2011
8,frc743,2013
10,frc5096,2014
21,frc2537,2012
12,frc2902,2013
1,frc9980,2016
11,frc2539,2008
54,frc2056,2008
14,frc4751,2014
11,frc4623,2015
11,frc28,2015
29,frc2634,2017
17,frc885,2012
24,frc5065,2016
42,frc360,2011
8,frc3090,2013
8,frc1744,2008
7,frc1211,2009
10,frc5955,2017
27,frc5576,2015
10,frc1554,2011
38,frc1287,2014
9,frc496,2015
15,frc3006,2015
19,frc3091,2015
10,frc3229,2012
7,frc2952,2009
10,frc3177,2015
54,frc2980,2014
36,frc1429,2014
33,frc4842,2015
55,frc1538,2009
12,frc3288,2011
26,frc3876,2015
26,frc1250,2008
13,frc2795,2017
9,frc6351,2017
33,frc3386,2013
26,frc2660,2014
22,frc5134,2017
47,frc2016,2008
11,frc5059,2017
26,frc3570,2013
8,frc3242,2017
17,frc1056,2012
26,frc5853,2017
28,frc812,2013
18,frc476,2006
14,frc2632,2008
17,frc1566,2014
10,frc529,2013
10,frc4786,2013
23,frc5725,2015
9,frc2103,2009
37,frc1502,2011
9,frc1700,2007
10,frc4308,2016
31,frc753,2010
9,frc1379,2005
57,frc1325,2017
33,frc4681,2017
8,frc2366,2009
24,frc174,2006
13,frc525,2005
8,frc1386,2009
9,frc3038,2011
10,frc334,2012
10,frc1860,2015
77,frc3250,2016
24,frc5220,2014
27,frc2036,2010
40,frc1027,2008
11,frc3022,2014
24,frc571,2016
23,frc4941,2014
10,frc4321,2013
10,frc1827,2011
8,frc2586,2008
7,frc1432,2008
9,frc3699,2011
120,frc469,2013
24,frc5642,2016
29,frc3636,2014
68,frc340,2014
35,frc1561,2009
7,frc1689,2009
8,frc1482,2009
57,frc418,2014
59,frc1528,2013
16,frc1726,2007
24,frc4474,2015
11,frc3370,2016
25,frc2010,2013
11,frc2083,2014
20,frc2161,2007
29,frc1902,2007
16,frc4232,2014
45,frc2559,2014
21,frc1763,2016
9,frc5512,2015
23,frc1887,2006
10,frc1296,2007
37,frc3958,2014
14,frc2441,2013
30,frc2489,2016
24,frc1257,2005
43,frc4201,2014
24,frc5501,2016
11,frc1024,2005
10,frc3270,2011
28,frc5260,2017
10,frc2647,2011
26,frc280,2017
23,frc134,2011
25,frc1950,2007
9,frc1618,2009
18,frc2579,2008
11,frc4138,2013
24,frc3575,2016
35,frc3166,2016
34,frc319,2017
9,frc3295,2012
10,frc1157,2015
11,frc1358,2009
29,frc1359,2015
24,frc4327,2015
10,frc3137,2017
15,frc1569,2006
11,frc3776,2012
10,frc649,2008
78,frc999,2015
24,frc5702,2015
58,frc6098,2016
9,frc467,2005
11,frc6183,2016
10,frc1751,2011
22,frc231,2011
13,frc3838,2014
10,frc3479,2012
9,frc3694,2012
19,frc3206,2015
117,frc1629,2016
68,frc3234,2016
9,frc3305,2010
12,frc1853,2006
33,frc4992,2014
26,frc5843,2017
13,frc2393,2012
31,frc2339,2013
31,frc4122,2013
88,frc2137,2014
16,frc647,2008
16,frc2520,2009
9,frc5298,2014
10,frc1654,2005
28,frc4977,2015
24,frc5080,2015
26,frc179,2011
14,frc1943,2007
14,frc144,2011
43,frc3634,2014
56,frc4905,2017
10,frc3247,2010
42,frc66,2013
38,frc1965,2014
29,frc2496,2011
30,frc171,2016
11,frc364,2006
13,frc2508,2012
45,frc1684,2014
67,frc288,2010
39,frc1517,2010
15,frc3301,2012
10,frc5344,2017
10,frc4657,2013
10,frc1557,2015
22,frc2518,2008
21,frc5700,2015
18,frc639,2005
27,frc2408,2013
40,frc1369,2016
23,frc6704,2017
8,frc1558,2005
9,frc2349,2008
14,frc2517,2009
39,frc93,2011
10,frc1655,2011
10,frc3134,2015
39,frc4403,2016
24,frc6531,2017
10,frc569,2017
8,frc2163,2008
15,frc4678,2013
10,frc1803,2017
8,frc1244,2009
10,frc1835,2011
42,frc102,2014
24,frc1075,2009
10,frc4048,2013
61,frc3481,2015
9,frc1612,2005
24,frc2830,2014
12,frc4114,2016
31,frc4409,2016
45,frc3617,2012
16,frc499,2006
22,frc698,2008
11,frc1808,2010
24,frc3142,2010
18,frc3747,2013
89,frc2067,2014
43,frc247,2017
10,frc1875,2010
24,frc3768,2011
27,frc5408,2017
58,frc2811,2017
2,frc25,2002
13,frc1731,2006
34,frc358,2007
60,frc148,2015
8,frc4383,2013
24,frc1699,2017
9,frc2037,2007
23,frc270,2008
8,frc3275,2013
29,frc2164,2015
36,frc1511,2005
95,frc1718,2014
10,frc1920,2014
28,frc2977,2017
56,frc3536,2016
21,frc1195,2009
19,frc178,2012
11,frc1164,2017
10,frc3012,2011
113,frc125,2017
8,frc4687,2013
23,frc2470,2009
11,frc6634,2017
18,frc2090,2010
8,frc3959,2013
24,frc5902,2016
41,frc1923,2009
63,frc2145,2013
61,frc5166,2017
9,frc2805,2011
10,frc3540,2012
33,frc5483,2017
12,frc939,2006
9,frc2827,2009
10,frc3827,2011
28,frc4505,2017
34,frc1714,2006
33,frc3128,2011
10,frc3848,2015
14,frc2642,2009
9,frc1898,2007
32,frc6057,2016
65,frc234,2011
28,frc5887,2017
18,frc141,2007
9,frc3311,2010
74,frc5712,2015
34,frc1266,2012
41,frc1939,2013
10,frc2882,2012
48,frc597,2014
21,frc4561,2015
10,frc5679,2015
24,frc4342,2015
13,frc2346,2016
11,frc372,2012
53,frc2994,2014
21,frc1389,2014
36,frc4401,2017
18,frc668,2005
18,frc269,2008
10,frc3144,2011
24,frc3763,2016
23,frc1251,2011
26,frc5447,2016
10,frc2532,2014
14,frc5290,2014
15,frc5817,2015
9,frc2871,2010
47,frc3970,2012
39,frc3928,2013
34,frc5464,2017
9,frc3359,2014
107,frc107,2015
11,frc1537,2008
26,frc3773,2013
16,frc4567,2017
11,frc2656,2008
21,frc1458,2016
9,frc1807,2010
8,frc1644,2016
9,frc1804,2008
22,frc1736,2012
9,frc3984,2012
31,frc4574,2015
24,frc5459,2015
57,frc2481,2015
71,frc987,2016
10,frc3728,2013
25,frc2648,2010
8,frc1512,2007
25,frc836,2010
25,frc2410,2008
8,frc1893,2008
18,frc2936,2010
10,frc6195,2017
66,frc4060,2014
67,frc1481,2017
20,frc2531,2013
13,frc5465,2017
31,frc6128,2016
8,frc2667,2013
10,frc3675,2015
9,frc4664,2015
8,frc2917,2009
15,frc2181,2014
9,frc2577,2010
29,frc1899,2014
9,frc1543,2006
31,frc1279,2010
58,frc4761,2014
30,frc5633,2016
61,frc451,2006
40,frc5413,2017
10,frc2072,2011
40,frc494,2012
18,frc3233,2016
28,frc3748,2016
10,frc5340,2014
20,frc806,2016
42,frc2641,2017
55,frc3683,2014
9,frc1095,2014
14,frc3944,2016
54,frc6481,2017
10,frc1867,2008
26,frc313,2009
11,frc5324,2015
42,frc4381,2014
32,frc1108,2008
15,frc1616,2006
29,frc66,2007
44,frc1592,2008
10,frc3737,2012
8,frc3274,2013
10,frc1943,2013
38,frc435,2012
30,frc1922,2016
36,frc3388,2017
11,frc589,2008
28,frc3704,2011
9,frc5984,2016
27,frc996,2017
8,frc2479,2016
21,frc4467,2015
10,frc2779,2010
17,frc3065,2015
27,frc2191,2017
9,frc2121,2012
61,frc811,2014
49,frc2252,2017
27,frc771,2008
32,frc1103,2006
32,frc2228,2016
9,frc5332,2014
38,frc3042,2015
10,frc2584,2011
10,frc2897,2014
10,frc4685,2016
13,frc2423,2010
59,frc540,2016
24,frc1646,2017
33,frc2826,2009
28,frc486,2016
14,frc1577,2011
7,frc606,2009
10,frc3595,2011
8,frc4299,2012
38,frc2405,2014
42,frc88,2011
30,frc587,2014
23,frc4931,2015
36,frc1305,2011
13,frc3293,2013
10,frc5278,2014
13,frc1756,2011
10,frc2497,2011
10,frc3577,2013
35,frc1011,2014
48,frc180,2016
10,frc886,2012
8,frc3367,2016
24,frc1652,2009
31,frc6161,2016
19,frc1518,2015
9,frc4789,2014
30,frc1834,2010
10,frc4099,2014
26,frc1937,2012
10,frc1159,2012
7,frc1800,2008
20,frc108,2016
37,frc2148,2016
11,frc4740,2013
46,frc1403,2014
38,frc399,2010
8,frc1049,2005
30,frc842,2017
42,frc56,2017
10,frc5071,2017
63,frc1918,2017
11,frc884,2008
9,frc2421,2010
11,frc3513,2017
10,frc1641,2010
8,frc1908,2008
44,frc1126,2011
25,frc4579,2013
11,frc1912,2009
38,frc3616,2014
12,frc3553,2012
8,frc5412,2015
40,frc980,2006
24,frc519,2010
77,frc4473,2014
32,frc578,2012
8,frc6095,2016
10,frc2576,2010
11,frc2037,2013
26,frc1351,2009
20,frc2543,2011
33,frc358,2013
24,frc4851,2013
10,frc3971,2012
10,frc3028,2014
15,frc2643,2008
8,frc5202,2015
9,frc1939,2007
24,frc2676,2012
94,frc2468,2015
8,frc3058,2017
67,frc141,2013
10,frc935,2015
23,frc2439,2015
14,frc1656,2009
32,frc2152,2014
44,frc5907,2017
8,frc1599,2006
8,frc1418,2006
10,frc2635,2011
28,frc4309,2014
27,frc5491,2016
12,frc6385,2017
24,frc5225,2017
11,frc4076,2013
9,frc4075,2014
34,frc573,2006
12,frc5345,2014
21,frc5119,2016
44,frc6342,2017
11,frc1343,2007
9,frc2145,2007
15,frc441,2011
15,frc1288,2016
24,frc1896,2009
38,frc1732,2015
10,frc4583,2015
24,frc4507,2017
10,frc1865,2012
12,frc6699,2017
20,frc1796,2009
10,frc867,2010
12,frc3315,2013
68,frc1676,2014
43,frc85,2006
11,frc3613,2011
27,frc4135,2014
16,frc973B,2016
12,frc2679,2011
23,frc3043,2015
9,frc4219,2015
12,frc4118,2016
57,frc222,2016
15,frc422,2008
14,frc2945,2014
38,frc2528,2016
25,frc1876,2017
33,frc238,2014
9,frc4794,2016
30,frc2620,2013
13,frc1323B,2012
59,frc5012,2014
10,frc6010,2016
9,frc1623,2008
11,frc2357,2014
40,frc4215,2015
69,frc33,2011
26,frc6139,2016
8,frc3723,2016
20,frc306,2012
8,frc2168,2008
10,frc1974,2006
17,frc145,2013
71,frc4039,2014
36,frc1289,2015
50,frc25,2006
20,frc4091,2017
18,frc4965,2016
34,frc468,2013
12,frc1512,2013
43,frc195,2008
44,frc4080,2016
11,frc4049,2017
36,frc599,2011
38,frc932,2017
9,frc2422,2009
7,frc1340,2009
10,frc3008,2011
41,frc207,2016
15,frc4200,2012
15,frc1706,2010
17,frc1678B,2015
24,frc2910,2012
8,frc4693,2016
17,frc3323,2013
30,frc4531,2014
26,frc5569,2016
24,frc1307,2016
13,frc2879,2017
51,frc3538,2014
12,frc888,2005
12,frc331,2005
44,frc6239,2017
11,frc4025,2014
10,frc5308,2014
8,frc2606,2013
22,frc1522,2010
11,frc3661,2014
11,frc4792,2016
24,frc3237,2016
7,frc2925,2009
35,frc3335,2014
9,frc2187,2011
57,frc2655,2017
8,frc1880,2013
33,frc2976,2016
36,frc751,2015
29,frc2465,2015
10,frc617,2012
50,frc348,2014
56,frc2534,2016
40,frc4500,2017
57,frc4450,2014
12,frc3666,2016
12,frc6009,2016
13,frc840,2009
9,frc4601,2016
51,frc123,2013
16,frc168,2009
9,frc2825,2011
21,frc4031,2012
30,frc1504,2006
7,frc2002,2009
9,frc5171,2017
11,frc4993,2015
11,frc3045,2012
28,frc228,2008
15,frc547,2010
37,frc395,2011
18,frc4565,2015
12,frc3374,2017
21,frc3389,2010
35,frc1747,2012
10,frc3354,2012
9,frc6540,2017
49,frc100,2012
39,frc2377,2011
10,frc2973,2017
12,frc437,2007
8,frc2198,2009
33,frc11,2010
9,frc5070,2015
25,frc816,2011
8,frc408,2008
7,frc2737,2009
86,frc1477,2014
10,frc3468,2013
8,frc2966,2016
10,frc1669,2010
9,frc4747,2013
12,frc1326,2005
40,frc302,2012
83,frc346,2016
27,frc3936,2013
59,frc1868,2014
34,frc857,2009
25,frc2199,2014
28,frc3452,2014
14,frc2141,2013
11,frc4192,2013
9,frc3581,2012
60,frc70,2008
97,frc3314,2015
76,frc20,2016
11,frc4202,2012
32,frc97,2014
41,frc2046,2008
10,frc3826,2011
74,frc175,2015
8,frc2511,2016
15,frc1184,2007
13,frc3693,2013
10,frc4490,2015
9,frc3292,2012
8,frc6382,2017
19,frc1700,2013
52,frc4750,2016
21,frc2080,2017
12,frc848,2011
10,frc2513,2013
10,frc529,2007
36,frc378,2011
15,frc380,2005
14,frc1520,2006
14,frc812,2007
18,frc2362,2009
19,frc1402,2006
21,frc21,2011
10,frc3376,2013
21,frc5583,2015
25,frc701,2010
24,frc5073,2015
9,frc1847,2017
16,frc1324,2006
35,frc4153,2014
8,frc5558,2015
12,frc3251,2016
16,frc3461,2013
53,frc469,2007
25,frc2605,2013
20,frc2705,2016
12,frc1708,2012
21,frc253,2014
49,frc766,2012
9,frc6178,2017
8,frc2226,2008
38,frc2614,2010
12,frc1692,2014
32,frc190,2006
24,frc87,2010
64,frc3546,2012
10,frc6212,2016
14,frc456,2009
18,frc922,2009
11,frc3785,2017
43,frc3495,2016
12,frc6679,2017
26,frc3695,2017
17,frc5236,2017
11,frc2051,2014
8,frc1791,2006
12,frc256,2005
12,frc2477,2013
11,frc5141,2014
11,frc6221,2017
11,frc1457,2008
12,frc3027,2016
36,frc1296,2013
33,frc2186,2016
19,frc6523,2017
10,frc3457,2012
44,frc1902,2013
8,frc1881,2006
10,frc2161,2013
53,frc3193,2016
15,frc2010,2007
60,frc968,2011
20,frc3464,2011
29,frc2283,2015
40,frc1726,2013
35,frc1528,2007
10,frc4795,2015
10,frc6433,2017
13,frc1555,2006
10,frc619,2011
10,frc4511,2014
8,frc2827,2017
26,frc4130,2017
14,frc1262,2008
75,frc1923,2017
9,frc3741,2015
30,frc151,2016
42,frc3674,2016
63,frc2642,2017
17,frc5409,2016
19,frc3197,2010
11,frc4616,2014
30,frc175,2006
13,frc2503,2011
10,frc3550,2011
12,frc3834,2011
22,frc2626,2015
13,frc5596,2015
27,frc2200,2013
27,frc2352,2011
26,frc1539,2012
22,frc3011,2014
15,frc3472,2016
22,frc1259,2016
25,frc3132,2013
11,frc1574,2016
28,frc695,2016
10,frc1532,2005
16,frc803,2006
16,frc362,2011
18,frc4973,2016
53,frc5167,2016
9,frc677,2016
16,frc1748,2009
15,frc1699,2009
9,frc4244,2012
9,frc2985,2012
9,frc5690,2015
7,frc2977,2009
25,frc4161,2012
58,frc3588,2014
20,frc1255,2014
12,frc2965,2014
23,frc708,2008
18,frc3223,2010
9,frc1553,2015
9,frc1164,2009
60,frc2474,2011
18,frc1097,2005
9,frc2347,2015
34,frc2395,2012
12,frc5589,2017
9,frc1550,2005
8,frc1716,2008
8,frc2470,2017
24,frc128,2010
31,frc484,2008
28,frc125,2009
16,frc601,2015
60,frc3844,2016
9,frc2988,2010
10,frc3329,2010
24,frc3621,2011
17,frc3145,2014
12,frc1755,2006
111,frc2928,2014
11,frc3686,2012
37,frc4917,2015
7,frc2100,2007
31,frc4085,2015
11,frc3754,2017
10,frc1765,2008
10,frc3717,2012
8,frc3265,2015
36,frc4067,2016
44,frc4457,2014
20,frc246,2011
13,frc3044,2011
16,frc2438,2012
24,frc4811,2013
16,frc581,2016
10,frc2396,2010
9,frc3122,2015
8,frc5898,2016
47,frc3499,2014
27,frc3316,2014
9,frc1484,2006
16,frc686,2010
11,frc3975,2014
8,frc4209,2017
18,frc444,2006
73,frc190,2015
103,frc1768,2016
10,frc5590,2016
61,frc5053,2017
8,frc5212,2017
24,frc1791,2015
9,frc2963,2015
9,frc2510,2008
24,frc3096,2015
27,frc263,2014
8,frc3345,2016
10,frc3146,2011
10,frc3455,2011
37,frc2753,2010
11,frc963,2008
24,frc2188,2010
10,frc3561,2014
41,frc4276,2017
8,frc4277,2013
21,frc334,2005
10,frc3363,2012
39,frc525,2012
11,frc3586,2012
21,frc751,2006
32,frc2169,2014
10,frc1777,2011
9,frc1379,2012
14,frc1760,2012
24,frc322,2014
40,frc78,2015
15,frc2630,2016
8,frc1329,2007
24,frc4987,2017
10,frc2866,2013
21,frc5168,2014
22,frc2881,2012
38,frc4653,2014
38,frc1018,2016
9,frc640,2014
8,frc2363,2008
58,frc1720,2016
24,frc2041,2008
53,frc815,2010
8,frc3651,2017
47,frc155,2013
26,frc3568,2015
16,frc1596,2008
48,frc280,2009
43,frc2591,2011
11,frc3272,2011
10,frc3821,2011
24,frc1189,2010
24,frc5559,2015
12,frc319,2009
14,frc1583,2014
9,frc804,2011
8,frc1957,2010
8,frc1660,2011
24,frc5784,2016
49,frc2144,2016
14,frc3239,2016
43,frc397,2008
25,frc4476,2015
25,frc281,2016
7,frc2249,2009
9,frc4609,2013
9,frc3277,2010
38,frc1024,2012
11,frc6770,2017
26,frc1257,2012
26,frc2637,2010
45,frc4083,2012
47,frc3003,2013
11,frc2052,2007
63,frc1075,2017
13,frc5240,2014
35,frc3451,2016
30,frc4120,2016
9,frc3787,2013
10,frc2053,2015
33,frc2135,2012
33,frc3512,2016
82,frc247,2009
10,frc2462,2010
36,frc704,2013
9,frc1977,2008
57,frc829,2013
9,frc1841,2006
23,frc4413,2014
7,frc2811,2009
26,frc449,2010
28,frc3117,2014
28,frc2604,2008
23,frc2370,2010
9,frc1576,2016
29,frc3845,2016
17,frc500,2006
10,frc5814,2017
19,frc3373,2013
13,frc2180,2011
13,frc1156,2008
28,frc4735,2015
53,frc1285,2016
12,frc1237,2006
31,frc538,2016
31,frc86,2014
36,frc1272,2006
9,frc4225,2012
12,frc3822,2015
9,frc1740,2007
43,frc1504,2015
11,frc1803,2009
18,frc4673,2013
15,frc6158,2016
12,frc569,2009
24,frc4715,2016
43,frc3654,2017
26,frc5936,2016
12,frc19,2005
9,frc1889,2006
22,frc4,2010
67,frc2612,2010
9,frc6039,2017
28,frc1732,2006
37,frc801,2013
8,frc4651,2013
24,frc830,2013
10,frc3271,2011
10,frc1743,2012
43,frc2809,2014
65,frc573,2015
55,frc3656,2016
22,frc935,2006
23,frc3187,2013
8,frc1325,2009
11,frc3952,2014
44,frc2079,2015
12,frc2793,2009
19,frc2856,2016
16,frc1418,2015
8,frc1707,2005
21,frc1599,2015
47,frc846,2016
24,frc3515,2016
12,frc4968,2016
19,frc4295,2016
24,frc4042,2014
2,frc1038,2004
10,frc1818,2010
9,frc3712,2012
22,frc2990,2012
10,frc1479,2005
42,frc467,2012
33,frc980,2015
26,frc5492,2015
46,frc2374,2016
26,frc6135,2017
11,frc3355,2015
104,frc1023,2014
44,frc1538,2017
26,frc3812,2017
18,frc1065,2008
9,frc2190,2008
30,frc1683,2016
12,frc2070,2013
59,frc3098,2016
47,frc5938,2016
8,frc2795,2009
34,frc68,2010
12,frc1523,2011
52,frc3266,2015
13,frc4775,2014
24,frc1897,2006
35,frc5473,2015
11,frc1883,2006
25,frc1482,2017
72,frc25,2015
10,frc4950,2015
8,frc1561,2017
53,frc244,2011
85,frc3574,2016
10,frc4107,2013
23,frc2354,2008
10,frc3244,2010
14,frc4007,2013
13,frc2861,2013
27,frc1339,2014
51,frc4464,2017
21,frc4999,2017
12,frc2935,2012
13,frc4459,2015
32,frc5247,2016
14,frc1289,2006
10,frc1612,2012
52,frc3528,2014
8,frc4195,2015
25,frc226,2007
26,frc1306,2010
10,frc4360,2014
37,frc5594,2016
10,frc981,2014
11,frc3648,2014
13,frc1127,2011
30,frc3410,2012
22,frc5585,2015
52,frc5924,2016
24,frc5314,2017
36,frc2996,2012
41,frc457,2016
40,frc2000,2010
8,frc5681,2016
48,frc639,2012
9,frc4856,2014
24,frc6096,2016
56,frc6582,2017
9,frc3614,2011
70,frc16,2014
32,frc3591,2014
10,frc3465,2012
11,frc3533,2014
75,frc85,2015
22,frc2333,2016
10,frc4064,2017
8,frc2515,2013
52,frc166,2014
11,frc3543,2015
24,frc957,2016
21,frc2342,2011
6,frc372,2005
26,frc1828,2013
65,frc2587,2013
20,frc4964,2016
23,frc1266,2005
8,frc1084,2005
48,frc4003,2012
18,frc4186,2013
29,frc1846,2017
10,frc3418,2010
22,frc4841,2016
10,frc3871,2013
10,frc5003,2014
10,frc2066,2008
11,frc4388,2014
20,frc2872,2017
24,frc3161,2010
22,frc2972,2015
14,frc3552,2012
14,frc4141,2015
10,frc3677,2011
28,frc4415,2015
11,frc5052,2017
9,frc2360,2008
9,frc2957,2009
9,frc3035,2011
27,frc1334,2016
10,frc1666,2007
26,frc1690,2012
19,frc3566,2012
8,frc3328,2013
48,frc1391,2013
23,frc178,2005
38,frc2609,2015
12,frc1905,2006
8,frc1852,2008
11,frc4749,2013
14,frc1051,2009
40,frc1511,2012
28,frc4183,2013
24,frc5226,2014
49,frc5338,2017
10,frc6048,2017
12,frc1795,2011
10,frc3212,2012
8,frc5651,2015
27,frc4783,2017
38,frc1816,2013
18,frc451,2015
51,frc2502,2015
9,frc2542,2012
11,frc3133,2013
41,frc1243,2008
67,frc548,2009
8,frc4538,2013
12,frc3676,2014
