District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,
,OK,"Norman, OK ",2829,,2011,2009,"35.201026,-97.405936",1,,"Boeing/jcpenney/Miller Painting, Incorporated & Cornerstone Academy Home School",,
,WI,"Milwaukee, WI ",2830,,2016,2009,"43.070951,-87.889611",1,,Rockwell Automation/GE Volunteers of GE Healthcare/Harley-Davidson/CLC Riverside High School/MSOE/George Mosher & Riverside High ,,
,IL,"Chicago, IL ",2831,,2009,2009,"41.746304,-87.652408",1,,Boeing & Perspectives Calumet Campus High Schools,,
MI,MI,"Livonia, MI ",2832,,2016,2009,"42.35525,-83.410596",1,,"AISIN Technical Center of America, Inc. / DENSO International America, Inc. / Roush / Linear Mold & Engineering / Ford Motor Company / BAE Systems / RCO Technologies / HM White / Duckworth & Associates / Alpha Steel & Livonia Public Schools ",,
,TX,"Brownsville, TX ",2833,,2015,2009,"25.910716,-97.505247",1,,Brownsville Independent School District/Bezos Foundation/University of Texas at Brownsville & BROWNSVILLE EARLY COLLEGE H S ,,
MI,MI,"Bloomfield Hills, MI ",2834,,2016,2009,"42.578918,-83.285528",1,,FCA Foundation / PTC / Kronos / General Motors / Knight Global & Bloomfield Hills High School ,,
,OH,"Youngstown, OH ",2835,,2010,2009,"41.154935,-80.656915",1,,NASA & Liberty High School,,
NE,CT,"Woodbury, CT ",2836,38,2016,2009,"41.55833,-73.189765",1,,ebm-papst Inc./United Technologies Corporation/Sealed Air/ionBank/Thomaston Savings Bank & Nonnewaug High School ,,
,AZ,"Gilbert, AZ ",2837,,2009,2009,"33.356915,-111.791382",0,,Freebird Robotics,,
,MO,"Dardenne Praire, MO ",2838,,2016,2009,"38.732463,-90.734777",1,,The Boeing Company/Monsanto Company & Barat Academy ,,
,CA,"Escondido, CA ",2839,,2016,2009,"33.136311,-117.054584",1,,Nordson Asymtek / ViaSat / D & K Engineering / United Technologies Inc. / PowerPlus / BAE Systems / Abbott Labs / Qualcomm / Department of Defense STEM / Booz Allen Hamilton & Escondido Charter High ,,
,AZ,"Paradise Valley, AZ ",2840,,2016,2009,"33.516961,-111.995637",1,,PHOENIX COUNTRY DAY SCHOOL ,,
,TX,"El Paso, TX ",2841,,2011,2009,"31.89984,-106.583626",1,,Texas High School Project/Communities Foundation of Texas & Northwest Early College High School,,
,OK,"Bokchito, OK ",2842,,2010,2009,"34.01695,-96.142267",1,,Boeing & Rock Creek Schools,,
,TX,"El Paso, TX ",2843,,2011,2009,"31.712818,-106.29757",1,,Transmountain Early College High School,,
,AZ,"Laveen, AZ ",2844,,2016,2009,"33.371449,-112.182877",1,,Betty Fairfax High School ,,
,MN,"Osseo, MN ",2845,,2013,2009,"45.119583,-93.405612",1,,NASA/MGS Machine/Nonin Medical & Osseo Senior High School,,
,MN,"Roseville, MN ",2846,,2016,2009,"45.012784,-93.151875",1,,Boston Scientific & Roseville Area Senior High ,,
,MN,"Fairmont, MN ",2847,,2016,2009,"43.637628,-94.448249",1,,3M Foundation/A & E Construction Supply & Fairmont High & Fairmont High ,,
,TX,"Dallas, TX ",2848,,2016,2009,"32.918323,-96.818873",1,,REV Robotics / FTC Industries / Karlee / Genesee Group Inc. / Burns Controls / FIRST in Texas & Jesuit College Prep School ,,
,MD,"Columbia, MD ",2849,,2016,2009,"39.168522,-76.859497",1,,"Army Research Lab / Rentech Solutions Corporation / Innovim / UMBC Training Center / VMW Express, Inc. & Hammond High ",,
,ID,"Coeur d'Alene, ID ",2850,,2011,2009,"47.727967,-116.810482",1,,LCF Enterprises & Lake City High School,,
MI,MI,"Sterling Heights, MI ",2851,,2016,2009,"42.605437,-83.01234",1,,Utica Community Schools / DELPHI / FCA Foundation / BAE SYSTEMS / Accu-rite Industries & Academy for International Studies & Utica High School & Adlai Stevenson High School & Eisenhower High School & Henry Ford Ii High School ,,
,Canada-ON,"St. Catharines, ON, Canada",2852,,2016,2009,"43.139759,-79.235189",1,,Callisto Integration / General Motors / Woodbridge Foam Corporation / Ontario Power Generation / Mulitplex Manufacturing / FABRIS / Solidworks / Parker Canada / Niagara Catholic District School Board & Denis Morris Catholic High School ,,
,HI,"Mililani, HI ",2853,831,2016,2009,"21.452536,-158.012614",1,,NDEP/Leidos/BAE Systems/SPAWAR/ACS Supply/DataHouse/Friends of Hawaii Robotics/McDonalds of Hawaii/MHS Science Learning Center & Mililani High School ,,
,CA,"San Jose, CA ",2854,,2016,2009,"37.324731,-121.7801",1,,Evergreen Valley High ,,
,MN,"St. Paul, MN ",2855,,2016,2009,"44.976449,-93.11608",1,,3M / St. Paul Federal Credit Union & Como Park Senior High ,,
,KY,"Lexington, KY ",2856,,2016,2009,"38.067873,-84.454424",1,,Xerox Corporation/Newton's Attic & Paul Laurence Dunbar High School ,,
,TX,"Dallas, TX ",2857,,2012,2009,"32.835173,-96.867683",1,,Texas High School Project/jcpenney & Williams Preparatory High School & Uplift Education,,
,CO,"Golden, CO ",2859,,2011,2009,"39.750859,-105.223869",1,,Ball Aerospace / NASA / Enhanced Performance Management & Colorado School of Mines Robotics Outreach,,
,MN,"Lake City, MN ",2861,,2016,2009,"44.445798,-92.267331",1,,Medtronic/PTC/Pass It On/Hearth and Home Technologies/Goodhue County Co-op Electric & Lincoln Secondary ,,
NE,CT,"Stamford, CT ",2862,,2010,2009,"41.090632,-73.565941",1,,Westhill High School,,
,TX,"El Paso, TX ",2864,,2011,2009,"31.676441,-106.261895",1,,Texas High School Project Fund of the Communities Foundation of Texas & Mission Early College High School,,
,ID,"Post Falls, ID ",2865,,2012,2009,"47.729394,-116.909491",1,,"Discover Technology/Bay Shore Systems/Itron, Inc./ExtraTech/LCF Enterprises & Post Falls High School",,
,MD,"Owings Mills, MD ",2866,,2013,2009,"39.423396,-76.794027",1,,"NASA/Lockheed Martin/Fred Needel, Inc./BAA & Owings Mills High School",,
IN,IN,"Elkhart, IN ",2867,,2016,2009,"41.69602,-86.014044",1,,Elkhart Community Schools / Elkhart Education Foundation & Elkhart Central High School & Elkhart Memorial High School ,,
,NY,"Bethpage, NY ",2869,,2016,2009,"40.7559886,-73.4842884",1,,"Bethpage Union Free School District/Cablevision, Inc./Northrop Grumman/Accuhealth/Dunkin Donuts/Solidworks & Bethpage Senior High School ",,
NE,MA,"Boston, MA ",2871,,2014,2009,"42.330643,-71.087652",1,,Boston Public Schools-John D. O'Bryant School of Mathematics and Science/Massachusetts Institute of Technology/Lincoln Laboratories & John D. O'Bryant School of Mathematics and Science,,
,NY,"Old Westbury, NY ",2872,,2016,2009,"40.7618469,-73.6173007",1,,Wheatley School ,,
,MS,"Flowood, MS ",2873,,2009,2009,"32.356638,-89.989437",1,,NASA & Northwest Rankin High School,,
,MO,"Grain Valley, MO ",2874,,2016,2009,"39.00903,-94.206712",1,,"Honeywell FM&T/DeHaan Remodeling/Absolute Automotive/Show-Me Controls & Automation LLC/Master Carpet Care/May Technology & Mfg. Inc/Schefers Roofing/Hullmark, LLC & Grain Valley High ",,
,NY,"Cold Spring Harbor, NY ",2875,,2016,2009,"40.8672634,-73.4516614",1,,Cold Spring Harbor High School ,,
NE,MA,"Burlington, MA ",2876,,2016,2009,"42.501501,-71.194966",1,,Lockheed Martin Co / Renesas / United Technologies (UTC) / PTC / NRG & Burlington High ,,
NE,MA,"Newton, MA ",2877,,2016,2009,"42.345485,-71.205984",1,,"Google/PTC/Raytheon/Dunkin Donuts/Shark Ninja/At Once Inc./The Village Bank/Whole Foods/Tanowitz Law Office, PC/McVittie Tax Advisors/Newton Schools Foundation/Newton Public Schools/BAE/You-Do-It Electronics/Bose/Textron & Newton South High & Newton North High ",,
,MN,"St. Louis Park, MN ",2879,,2016,2009,"44.943766,-93.362244",1,,"Pentair Foundation/Medtronic/Electro-Mechanical Contracting, Inc & St. Louis Park Senior High ",,
,TX,"Galveston, TX ",2880,,2011,2009,"29.288446,-94.810707",1,,SRT-STEM Center & Galveston Ball Prep.,,
,TX,"Austin, TX ",2881,,2016,2009,"30.268735,-97.745209",0,,"Dell Inc. / RGK Foundation / National Instruments / Duck Tape / Freescale, Inc. / GSCTX Troop #3993 / Girl Scouts of Central Texas / FIRST in Texas / Silicon Labs & Girl Scouts of Central Texas Troop 3993 ",All female team,
,TX,"Katy, TX ",2882,,2016,2009,"29.805934,-95.744465",1,,G E Oil and Gas & Morton Ranch H S ,,
,MN,"Warroad, MN ",2883,,2016,2009,"48.905278,-95.320833",1,,Marvin Windows & Warroad High School ,,
,PR,"Caguas, PR ",2884,,2009,2009,"18.236111, -66.048889",1,,BAE Systems/PRIOR & Notre Dame High School,,
,PR,"San Juan, PR ",2885,,2009,2009,"18.405775,-66.075363",0,,BAE Systems/PRIOR & Cupey Ville High School,,
GA,GA,"Atlanta, GA ",2887,,2010,2009,"33.745405,-84.330896",1,,SRT-Nypro & Alonzo A. Crim Open Campus High School,,
NE,MA,"Chestnut Hill, MA ",2888,,2012,2009,"42.317774,-71.163291",1,,PTC/NuVu & Beaver Country Day School,,
,VA,"Chesapeake, VA ",2890,3143,2016,2009,"36.653363,-76.214014",1,,BAE Systems (Norfolk Ship Repair)/National Defense Education Program/SPAWAR System Center Atlantic/The MITRE Corporation/Jo-Kell Inc/CH2M/American Society of Naval Engineers/Taylor McCorkill/Newport News Shipbuilding/CPO Mess USS Oak Hill (LSD 51)/Técnico Corporation/Dominion Resources/APT CNC & Hickory High ,,
,CA,"Sacramento, CA ",2892,,2010,2009,"38.543567,-121.341462",1,,NASA/IEEE & Rosemont High School,,
,MO,"St. Louis, MO",2893,,2011,2009,"38.689529,-90.469519",1,,Boeing & Parkway North High School,,
,MO,"Kansas City, MO ",2894,,2011,2009,"39.011931,-94.542354",1,,"Boeing / Kastle Grinding / Honeywell / Garmin Industries / Ewing Marion Kauffman Foundation / R&D Leverage / Blessed Ministries / Kauffman Foundation / DuBois Consultants, Inc. & Afrikan Centered Education Collegium Campus",,
,NY,"Far Rockaway, NY ",2895,,2016,2009,"40.601532,-73.763979",1,,"Bloomberg/Pershing Square Foundation/Arkwin Industries & Queens High School for Information, Research and T ",,
,HI,"Honolulu, HI ",2896,2504,2016,2009,"21.330777,-157.868339",1,,Friends of Hawaii Robotics / McDonald's / Pearl Harbor Naval Shipyard / NDEP / Matson & Damien Memorial School ,,
,TX,"Waco, TX ",2897,,2016,2009,"31.571536,-97.121834",1,,"Society Of Women Engineers/Texas Workforce Commission /MarathonNorco Aerospace, Inc. & Paul and Jane Meyer Public H S ",,
PNW,OR,"Beaverton, OR ",2898,1510,2013,2009,"45.506084,-122.847575",1,,Intel/Portland Community College/ITT Tech/Beaverton Public Schools Robotics Teams & School of Science and Technology High School,share shop w/1510,
,DC,"Washington, DC ",2900,,2016,2009,"38.898038,-77.048041",1,,DCPS/Booz Allen Hamilton & School Without Walls Shs ,,
,OH,"Cortland, OH ",2901,,2010,2009,"41.38928,-80.73241",1,,Maplewood High School,,
,MO,"St. Louis, MO",2902,"A128, 1210",2014,2009,"38.682694,-90.296347",1,,The Boeing Company/Office of Precollegiate Programs University of Missouri- St . Louis & Normandy High School,,
PNW,WA,"Arlington, WA ",2903,,2016,2009,"48.168905,-122.117009",1,,The Boeing Company / Office of Superintendent for Public Instruction / SPEEA / Rotary International / C & D Zodiac & Arlington High School ,,
PNW,WA,"Monroe, WA ",2904,,2010,2009,"47.855444,-121.975456",1,,Boeing & Sky Valley Education Center High School,,
,Turkey,"Istanbul, Turkey",2905,,2016,2009,"41.126136, 29.027647",1,,Sultans of Türkiye The Fikret Yuksel Foundation / Siemens / Koton / 3M / Kahve Dunyasi & Darussafaka Educational Institutions ,,
PNW,WA,"Spanaway, WA ",2906,,2016,2009,"47.106014,-122.412165",1,,"Bethel Public Schools/Weiman, Thompson and Ham Families & SPANAWAY LAKE HIGH SCHOOL ",,
PNW,WA,"Auburn, WA ",2907,,2016,2009,"47.342467,-122.17616",1,,The Boeing Company / Boeing Professionals / Intellectual Ventures / SPEEA / PTC / OSPI / C.A.M.P.S. / LCNW / NW Home Improvement & Repair Inc. & Auburn Mountainview High School ,,
PNW,WA,"Kirkland, WA ",2908,,2009,2009,"47.673611,-122.180553",1,,Boeing & Lake Washington High school,,
IN,IN,"Rochester, IN ",2909,,2016,2009,"39.752086,-89.53811",1,,Fulton County Airport & Rochester Community High Sch ,,
PNW,WA,"Mill Creek, WA ",2910,,2016,2009,"47.876247,-122.205101",1,,The Boeing Company / LMI Aerospace -D3Technologies / Terry's Machine / SolidWorks / Air Gas / Intellectual Ventures / Crane Aerospace / Washington FIRST Robotics / OSPI / Platt & Henry M. Jackson High School ,,
,DC,"Washington, DC ",2911,,2016,2009,"38.966206,-77.019739",1,,"District of Columbia Public Schools Career and Technical Education/Office of the Chief Technology Officer (OCTO)/Systems Engineering Group, Inc & Coolidge Shs ",,
,DC,"Washington, DC ",2912,,2016,2009,"38.902105,-76.972125",1,,National Highway Traffic Safety Administration / DC Public Schools CTE & Phelps Architecture Construction & Engineering Hs ,,
,DC,"Washington, DC ",2913,,2010,2009,"38.890546,-76.979068",1,,Boeing/SRT/Booz Allen Hamilton/JEF Inc & Eastern High School,,
,DC,"Washington, DC ",2914,,2016,2009,"38.946214,-77.065222",1,,District of Columbia Public Schools-CTE / Bechtel / United Therapeutics / Wilson High School Athletic Department / T&R Chemicals / Lockheed Martin / Wilson High School PTSO / SciMaTech Academy & Wilson Woodrow Hs ,,
PNW,OR,"Portland, OR ",2915,,2016,2009,"45.454505,-122.684471",1,,"Autodesk / Henry Lea Hillman, Jr. Foundation / Riverdale PTC / Gigi's Cafe / Columbia Soft / First Tech Federal Credit Union & Riverdale High School ",,
,FL,"Palm Bay, FL ",2916,,2016,2009,"27.951056, -80.676442",1,,Harris Corp/Able Trust/Brevard Public Schools/Palm Bay Police Department/Bayside Engineering & Technology Academy & Bayside High School ,,
,OH,"Cincinnati, OH ",2917,,2013,2009,"39.189409,-84.463462",1,,Woodward Career Technical High School,,
,AL,"Jasper, AL ",2918,,2016,2009,"33.833752,-87.262497",1,,Alabama Power Great Western District / Alabama Power Service Organization Miller Steam Plant & Walker Co Ctr of Tech ,,
,CA,"Los Angeles, CA ",2919,,2012,2009,"33.96939,-118.266923",1,,"The Boeing Company / Boeing Black Employees Association & Beyond The Bell, Fremont High School",,
,MS,"Holly Springs, MS ",2920,,2011,2009,"34.769984,-89.442407",1,,NASA Stennis Space Center & Holly Springs High School,,
PNW,WA,"Tacoma, WA ",2921,633,2010,2009,"47.240259,-122.496239",1,,Boeing & Henry Foss High School,,
PNW,WA,"Concrete, WA ",2922,,2014,2009,"48.531369,-121.759035",1,,"WA OSPI/Concrete School District/Bezos Family Foundation/Janicki Industries/BP Cherry Point Refinery/The Washington Cafe & Bakery/Integra/Ronk Bros Heating & AC/Seven Sisters, Inc./Van's Equipment/Storms Fabrication & Repair/5B's Bakery/Interconnect Systems & Concrete High School",,
PNW,WA,"Rosalia, WA ",2923,,2016,2009,"47.230803,-117.369368",1,,TransCanada / Bezo Foundation / Rosalia Schools / Washington State Robotics Grant / Boeing / Microsoft & Rosalia Elem & High School ,,
PNW,WA,"Chimacum, WA ",2924,,2010,2009,"48.012391,-122.778525",1,,Boeing / OSPI Washington / Bezos Family Foundation / Port Ludlow Community Enrichment Alliance & Chimacum High School,,
PNW,WA,"Wenatchee, WA ",2925,,2011,2009,"47.465488,-120.328316",1,,Boeing / Bezo Family Foundation & WV Tech Center High School,,
PNW,WA,"Wapato, WA ",2926,,2016,2009,"46.439779,-120.41904",1,,Washington State Office of Superintendent of Public Instruction / Washington FIRST Robotics / Bezos Family Foundation / Boeing / Wapato School District (WSD) & Wapato High School ,,
PNW,WA,"Graham, WA ",2927,,2016,2009,"47.057503,-122.286882",1,,Graham Kapowsin High School ,,
PNW,WA,"Seattle, WA ",2928,,2016,2009,"47.676007,-122.375024",1,,The Boeing Company / GM Nameplate / OSPI / F5 Networks / SPEEA / Online Metals / Symantec / Limback Lumber / Tableau / Ballard Industrial / Intellectual Ventures & Ballard High School ,,
PNW,WA,"Puyallup, WA ",2929,,2016,2009,"47.089241,-122.260577",1,,Korum Nissan/99 Ranch Market/Toyota of Puyallup/Applebee's Restaurant/Honda of Seattle & Emerald Ridge High School & Emerald Ridge High School ,,
PNW,WA,"Snohomish, WA ",2930,,2016,2009,"47.866696,-122.133777",1,,The Boeing Company / Microsoft / OSPI / Intellectual Ventures / NASA / Google / Crane Aerospace / Satori Software / Phillips Healthcare / Snohomish Education Foundation & Glacier Peak High School ,,
,HI,"Honolulu, HI ",2932,,2010,2009,"21.303302,-157.816142",1,,NASA/Pearl Harbor Naval Shipyard/BAE Systems & Mid-Pacific Institute,,
,NY,"Bronx, NY ",2933,,2013,2009,"40.821096,-73.881737",1,,Bronx Academy Senior High,,
,TX,"Houston, TX ",2934,,2010,2009,"29.846438,-95.362512",1,,CSTEM & 9th Grade College Preparatory Academy and Sam Houston MSTC,,
,Canada-ON,"Toronto, ON, Canada",2935,,2016,2009,"43.746791,-79.583836",1,,Crystal Fountains / TDSB / Cougar Council / Zone Six Design Build Ltd / Rexdale Community Hub / Dynamic Innovations / Quanser / Rio Can - The Albion Centre & North Albion Collegiate Institute ,,
,TX,"Dickinson, TX ",2936,,2014,2009,"29.466977,-95.03278",1,,Texas Direct Auto / Texas Workforce Commission / FIRST In Texas / Dickinson Education Foundation & Dickinson High School,,
,TX,"Houston, TX ",2938,,2009,2009,"29.880058,-95.541101",1,,Texas High School Project & Harmony School of Excellence,,
,IL,"Chicago, IL ",2940,,2009,2009,"42.02052,-87.672963",1,,ACCP & CHEST Foundation/NASA & Howard Area Leadership Academy,,
,OH,"Bellefontaine, OH ",2941,,2011,2009,"40.408974,-83.654996",1,,NASA / NASA Glenn Research Center / Ohio Space Grant Consortium & Benjamin Logan High School,,
PNW,WA,"Seattle, WA ",2942,,2016,2009,"47.499331,-122.34485",1,,The Boeing Company/OSPI/SPEEA/FIRST/Puget Sound Engineering Council & Technology Engineering & Communications ,,
,TX,"Dallas, TX ",2943,,2012,2009,"32.929413,-96.85009",1,,The Boeing Company/jcpenney & Gilliam Collegiate Academy,,
PNW,WA,"Spokane, WA ",2944,,2016,2009,"47.651939,-117.420755",1,,OSPI / Spokane Public Schools / Infinite Events / LC Boosters / Wagstaff / Ryerson / Itron / Novation / MacKay Manufacturing / Charles Hartman Engineering / Team 2944 Parents & Lewis & Clark High School ,,
,CO,"Manitou Springs, CO ",2945,,2016,2009,"38.856393,-104.903546",1,,The Boeing Company & Manitou Springs High School ,,
,WI,"Milwaukee, WI ",2946,,2010,2009,"43.041611,-87.93786",1,,GE Volunteers of GE Healthcare/Medical College of Wisconsin & Milwaukee Academy of Science High School,,
,TX,"El Paso, TX ",2947,,2012,2009,"31.698297,-106.299908",1,,SRT & HARMONY SCIENCE ACADEMY-EL PASO,,
,TX,"Fort Worth, TX ",2948,,2012,2009,"32.662413,-97.360668",1,,Lockheed Martin/jcpenney & Harmony Science Academy Fort Worth,,
,IL,"Batavia, IL",2949,"2704,2741,2451",2012,2010,"40.8015,-89.63641",0,,NASA/Genesis Automation/Milwaukee School of Engineering/jcpenney/4H & Batavia Robotics & Fox Valley Robotics,,
,TX,"Waco, TX ",2950,,2016,2009,"31.532238,-97.200446",1,,FIRST in Texas / 2016 FRC® Hardship Grant / Optimist Club of Waco / Aggie STEM / The Allergan Foundation / HSA-Waco / Catepillar / Texas Workforce Commission & Harmony Science Acad (Waco) ,,
PNW,OR,"Portland, OR ",2951,,2010,2009,"45.527326,-122.653429",1,,NASA/Boeing & Benson Tech High School,,
,TX,"San Antonio, TX ",2952,,2014,2009,"29.404749,-98.487608",1,,Southern Folger & Brackenridge High School,,
,TX,"Dallas, TX ",2953,,2011,2009,"32.763857,-96.780367",1,,Greater Texas Foundation & Cornerstone Crossroads Academy,,
,TX,"Houston, TX ",2956,,2011,2009,"29.723407,-95.353784",1,,Energized for STEM Academy High School,,
,MN,"Alden, MN ",2957,,2016,2009,"43.67024,-93.57605",0,,"Medtronic, Inc. / Innovance Inc / Alden-Conger Robotic Team / Arnold's & Alden-Conger Secondary ",,
GA,GA,"Canton, GA ",2958,2119,2009,2009,"34.237926,-84.336594",1,,NASA/GE Volunteers & Creekview High School,,
MI,MI,"Coloma, MI ",2959,,2016,2009,"42.17793,-86.314553",1,,Edgewater Automation/Whirlpool/Entergy/AEP/Hanson Mold/Menasha Corporation & Coloma High School & Watervliet Senior High School & Lake Michigan Catholic Schools & Michigan Lutheran High School & Grace Christian School ,,
MI,MI,"Birmingham, MI ",2960,,2016,2009,"42.539582,-83.243587",1,,"MAC Valves / PTC / True Fabrication and Machine, Inc. / Fiat Chrysler Automobiles FCA / Birmingham Education Foundation / Ford Motor Company / Nissan & Ernest W. Seaholm High School & Wylie E. Groves High School ",,
,DC,"Washington, DC ",2961,,2016,2009,"38.908016,-77.013852",1,,The Boeing Company/District of Columbia Public Schools & Dunbar Shs ,,
,DC,"Washington, DC ",2962,,2012,2009,"38.93232,-76.992307",1, Luke C. Moore Academy High School,Engage Integrated Systems Technology & District of Columbia Public Schools & Luke C. Moore Academy SHS,,
,DC,"Washington, DC ",2963,,2016,2009,"38.870247,-76.98225",1,,DCPS/Booz Allen Hamilton/WPI/Interface Media Group & Anacostia Shs ,,
,DC,"Washington, DC ",2964,,2016,2009,"38.890370,-77.071959",0,,IEEE / Accenture / NDEP / Showbest Fixture Corporation / NAVSEA & Kipp Dc College Prep Pcs ,,
,TX,"Lubbock, TX ",2965,,2014,2009,"33.546343,-101.851993",1,,Harmony Science Academy Lubbock/THSP & Harmony Science Academy-Lubbock,,
,TX,"Pharr, TX ",2966,,2016,2009,"26.157725,-98.187247",1,,Valley View Early College Campus ,,
GA,GA,"Columbus, GA ",2967,,2011,2009,"32.480129,-84.96318",1,,Panasonic Energy Corporation/Women in Technology- Atlanta GA/Booz Allen Hamilton/Science Applications Int'l Corp. -- Ft. Benning & Columbus High School,,
,TX,"San Antonio, TX ",2969,,2016,2009,"29.424036,-98.401996",1,,Houston H S ,,
,WI,"Kenosha, WI ",2970,1652,2009,2009,"42.579703,-87.883355",1,,Kenosha Area Business Alliance/SRT-Nypro/Gateway Technical College & Kenosha eSchool High School,One shot (2009) team merged with 1652 in 2010,
,ID,"Coeur d'Alene, ID ",2971,,2009,2009,"47.701407,-117.009964",1,,NASA & Riverbend Professional Technical Academy,,
,CO,"Lafayette, CO ",2972,,2016,2009,"40.063314, -105.110525",1,,Medtronic / Spectra / Dawson Parents Association / Friends of RC Dawson & Dawson School ,,
,AL,"Madison, AL ",2973,,2016,2009,"34.719842,-86.741899",1,,NASA/UTC Pratt & Whitney/Intergraph/PTC/ProtoMachineWorks & Bob Jones High Sch & JAMES CLEMENS HIGH SCHOOL ,,
GA,GA,"Marietta, GA ",2974,,2016,2009,"33.988806,-84.441811",1,,GE Volunteers/Novelis/United Technologies-Automated Logic/Women in Technology/Cobb EMC/Lockheed Martin/Randstad & Walton High School ,,
,LA,"Central, LA ",2975,,2011,2009,"30.541015,-91.019678",1,,Trade Construction/ITT Technical Institute-Baton Rouge & Central High School & Central Community School System,,
PNW,WA,"Sammamish, WA ",2976,,2016,2009,"47.599117,-122.033236",1,,The Boeing Company/Issaquah Schools Foundation & Skyline High School ,,
,MN,"La Crescent, MN ",2977,,2016,2009,"43.816131,-91.313814",1,,Acentek / Mathy Construction / Ingersoll Rand / La Crescent Community Foundation / La Crescent Booster Club & Seven Rivers Robotics Coalition & Lacrescent Senior High ,,
,MO,"St. Louis, MO",2978,,2016,2009,"38.580637,-90.295679",1,,"The Boeing Company / The Doerr Family / HTE Technologies / Joseph Deasy / Optimist Club of Clayton / SIGN-A-RAMA / Vinci LLC / Century Fire Sprinklers, Inc / Drass Fabrication & Design / Dan Zoernig Illustrations / AECOM / Slyman Brothers & Bishop Du Bourg High School ",,
,TX,"Beaumont, TX ",2979,,2011,2009,"30.084942,-94.145207",1,,Texas High School Project Fund of the Communities Foundation of Texas/jcpenney & Harmony Science Academy,,
PNW,WA,"Oak Harbor, WA ",2980,,2016,2009,"48.293156,-122.643224",1,,The Boeing Company / United Technologies / IDEX Foundation / IDEX Health and Science / Wildcat Robotics Booster Club / NASA / United Technologies Corporation / Oak Harbor Educational Foundation / Office of the Superintendent of Public Instruction / North Whidbey Lions Club / Oak Harbor Lions Club / Offices of Superintendent of Public Instruction (OSPI) / Soroptimist International of Oak Harbor / Oak Harbor Rotary Club / Ashley's Design / Krieg Construction / Intellectual Ventures / Microsoft / Bowman Manufacturing / Google / Trossen Robotics / Oak Harbor High School CTE Department & Oak Harbor High School ,,
,TX,"Waco, TX ",2981,,2009,2009,"31.562862,-97.133694",1,,A. J. Moore Academy High School,,
,TX,"Laredo, TX ",2982,,2014,2009,"27.574339,-99.437492",1,,Texas Workforce Comission & Laredo ISD Early College High School @ TAMIU,,
GA,GA,"Fairburn, GA ",2983,,2009,2009,"33.558166,-84.627323",1,,NASA & Creekside HS:Georgia Institute of Technology,,
,CA,"La Jolla, CA ",2984,,2016,2009,"32.840958,-117.278549",1,,Dini Group/Qualcomm & La Jolla High ,,
,TX,"San Antonio, TX ",2985,,2014,2009,"29.488401,-98.514301",1,,Time Warner Cable / CPS Energy / School of Excellence in Education / San Antonio TAME & Milton B. Lee,,
,OK,"Oklahoma City, OK ",2986,,2016,2009,"35.497612,-97.554613",1,,"Oklahoma State Department of Education/NASA/Mr. and Mrs. Allen Pease/ITT Technical Institute/Advanced Science and Technology Education Center, Inc. & Astec Charter Hs & Astec Charter Hs ",,
,MN,"Farmington, MN ",2987,,2016,2009,"44.649864,-93.204746",1,,Twin Cities Business / UTC Aerospace Systems & Farmington High School ,,
,VA,"Berryville, VA ",2988,,2016,2009,"39.158784,-78.000612",1,,Clarke County Public Schools/REC & Clarke County High ,,
,MN,"Richfield, MN ",2989,,2016,2009,"44.874489,-93.282331",1,,Best Buy & Academy of Holy Angels ,,
PNW,OR,"Turner, OR ",2990,,2016,2009,"44.809194,-122.916768",1,,Daimler Trucks North America / The Boeing Company / Freres Lumber / Zephyr Engineering / Meggitt Polymere Solutions / Elkins Ironworks / SCTC & Hotwire Robotics ,,
,TX,"Houston, TX ",2991,,2010,2009,"29.732036,-95.331995",1,,Eastwood Academy High School,,
,LA,"Mandeville, LA ",2992,,2016,2009,"30.381249,-90.101517",1,,Cisco / St. Tammany Parish School Board / Fort Knox Climate Controlled Self Storage / Boeing / NASA / C-Innovation / City of Mandeville & Mandeville High School ,,
,UT,"North Logan, UT ",2993,,2016,2009,"41.764472,-111.821679",1,,Firehouse Pizzeria / Ramada / BATC & Intech Collegiate High School ,,
,Canada-ON,"Kanata, ON, Canada",2994,,2015,2009,"45.322352,-75.924976",1,,PROTOCASE / Lockheed Martin / Carleton University / Wesley Clover / Ottawa Catholic School Board & All Saints High School & Neighborhood Group ,,
,TX,"Dallas, TX ",2995,,2012,2009,"32.720445,-96.9017",1,,Texas High School project (THSP) & T. Garza Early College High School at Mountain View College,,
,CO,"Colorado Springs, CO ",2996,,2016,2009,"38.872971,-104.85758",1,,"Vertec Tool, Inc / Cobham Semiconductor Solutions / MCAD / Lockheed Martin / BPO Elks Lodge 309 / Keysight Technologies / NDEP / Spectranetics / Heating & Plumbing Engineers, Inc. / Northrop Grumman / Hardware Specialty Co, Inc / SmartMountain Technologies & Coronado High School ",,
,VA,"Richmond, VA ",2998,1530,2016,2009,"37.571601,-77.486188",1,,Capital One/Genworth Foundation & Thomas Jefferson High ,,
,NY,"Rochester, NY ",2999,,2009,2009,"43.170266,-77.633458",1,,SRT & Thomas Jefferson High School,,
,KY,"Louisville, KY ",3000,,2016,2009,"38.201549,-85.579808",1,,Ford & Jeffersontown High School ,,
