District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,
#N/A,CA,"Sun Valley, CA ",1851,,2006,2006,"34.226126,-118.40452",1,,William C. Bannerman Foundation & Robert H. Lewis High School,,
,AZ,"Scottsdale, AZ ",1852,,2010,2006,"33.588807,-111.809224",1,,Boeing & Desert Mountain High School,,
#N/A,MO,"Kansas City, MO ",1853,,2007,2006,"38.922397,-94.508139",1,,Ewing Marion Kauffman Foundation & RUSKIN HIGH SCHOOL,,
,CA,"Reseda, CA ",1855,,2008,2006,"34.190566,-118.534584",1,,The Annenberg Foundation / FIRST & Magnolia Science Academy High School,,
MI,MI,"Romulus, MI ",1856,,2009,2006,"42.369818,-83.273398",1,,Michigan Technical Academy,,
,LA,"Slidell, LA ",1858,,2008,2006,"30.247514,-89.790117",1,,NASA/Lockheed Martin Michoud Space Systems & Salmen High School,,
,LA,"Bogal, LA ",1859,,2010,2006,"30.779548,-89.866007",1,,Temple Inland -Bogalusa / Lockheed Martin / AmericanLegion Post # 24 & Bogalusa High School,,
,Brazil,"Sao Jose dos Campos, SP, Brazil",1860,,2016,2006,"-23.17908,-45.887248",0,,Johnson & Johnson / Novelis & Cephas ,,
#N/A,CO,"Aurora, CO ",1861,,2007,2006,"39.626071,-104.800883",1,,LOWE'S / NASA / Quantum / ROBOT Magazine / Image Projections West / Eaton Aerospace / LabJack / Nilar & Smoky Hill High School & Eaglecrest High School & Grandview High School & Gateway High School,,
MAR,NJ,"Cliffside Park, NJ ",1862,,2011,2006,"40.822054,-73.986545",1,,Port Authority of New York New Jersey & Cliffside Park High School & cliffside Park Bd of Ed,,
,OK,"Tulsa, OK ",1863,,2010,2006,"36.225034,-95.974718",1,,Oklahoma State Department of Education / Williams Companies & McLain Magnet High School for Science and Technology,,
,WI,"Milwaukee, WI ",1864,,2012,2006,"43.08983,-87.920498",1,,Rockwell Automation / Milwaukee School of Engineering / DRS Technologies / Astronautics Corp. of America / Marquette University / Mat-tech Machining / American Cottage Industries / Sussex Ace Hardware / Mr. Tom Ludorf & Shorewood High School & Messmer High School,,
,TX,"1220 Buffalo Run, Missouri City, TX ",1865,,2013,2006,"36.03383,-102.48832",1,,Thurgood Marshall High School/Texas Workforce/ITT Technical Institute & Thurgood Marshall,,
#N/A,MA,"Swansea, MA ",1866,,2006,2006,"41.753996,-71.201062",1,,NASA & Joseph Case High School,,
,TX,"Houston, TX ",1867,1485,2009,2006,"29.770767,-95.32082",1,,"C-STEM Teacher & Student Support Services, Inc./Shell & Phillis Wheatley High School",,
,CA,"Moffett Field, CA ",1868,,2016,2006,"37.424303,-122.106289",1,,NASA Ames Research Center / St. Jude Medical Foundation / Google / Nvidia / Brin Worcicki Foundation / Qualcomm / Intuitive Surgical / Motorola / World Metal Finishing / Applied Welding / Weiss Enterprises / Solidworks / Wildbit / Fiber Internet Center & Girl Scout Troop 62868 ,All female team,
,Canada-AB,"Red Deer, AB, Canada",1870,,2013,2006,"52.250653,-113.760106",1,,Hunting Hills High School,,
#N/A,VA,"Charles City, VA ",1871,,2006,2006,"37.351584,-77.076387",1,,NASA & Charles City High School,,
,PR,"San Juan, PR ",1872,,2016,2006,"18.376484,-66.086964",1,,Colegio San Ignacio de Loyola ,,
#N/A,MO,"Columbia, MO ",1873,,2006,2006,"38.902295,-92.335108",1,,AON/NASA & Rock Bridge High School,,
,FL,"Cocoa, FL ",1875,,2012,2006,"28.475568,-80.826198",1,,BAE Systems/IR3 Creative Engineering/PTC & Space Coast High School & Brevard Public Schools,,
,SC,"Hilton Head Island, SC ",1876,,2016,2006,"32.218647,-80.731208",1,,Beaufort County School District / Palmetto Electric Co-op / Foundation for Educational Excellence / Hilton Head Concours de Elegance / CliqBit Inc. / Todd Rhine Planning & Hilton Head Island High ,,
GA,GA,"Dahlonega, GA ",1877,,2013,2006,"34.555035,-84.001452",1,,Teradata/jcpenney & Lumpkin County High School,,
#N/A,AL,"Adamsville, AL ",1879,,2006,2006,"33.575673,-86.92842",1,,Armstrong Engineering Consulting/NASA & Minor High School,,
,NY,"New York, NY ",1880,,2016,2006,"40.794075,-73.949168",1,,Bloomberg & East Harlem Tutorial Program ,,
MAR,NJ,"Paterson, NJ ",1881,,2013,2006,"40.912296,-74.178448",1,,New Jersey Community Development Corporation / jcpenney / State Farm / Grand Canyon University / NY Yankees & Garrett Morgan Academy High School,,
#N/A,NJ,"Farmingdale, NJ ",1882,,2007,2006,"40.186726,-74.177456",1,,NASA/SBTI & Howell High School,,
,NV,"Las Vegas, NV ",1883,,2009,2006,"36.080507,-115.106311",1,,BAE Systems/UNLV & Del Sol High School,,
,UK,"London, UK, Great Britain",1884,,2016,2006,"51.535105,-0.176618",1,,Bloomberg LP / Providence Equity Partners L.L.C. / GMT Communications Partners / Bechtel & The American School in London ,,
,VA,"Haymarket, VA ",1885,,2016,2006,"38.844237,-77.631261",1,,US STEM Foundation / NetApp / Lockheed Martin / Macedon Technologies / DataSync Technologies / ASCO / A-1 Flood Tech / Prince William County Schools & Battlefield High ,,
,MD,"Ijamsville, MD ",1886,,2010,2006,"39.326497,-77.339866",1,,BAE Systems & Urbana High School,,
,ID,"Shelley, ID ",1887,,2008,2006,"43.373487,-112.135069",1,,Idaho National Laboratory / Idaho State University & Shelley High School,,
#N/A,TX,"Plano, TX ",1888,,2006,2006,"33.043949,-96.815334",1,,NASA/Houston Robotics/ITT & Plano West Senior High,,
,FL,"Wellington, FL ",1889,,2009,2006,"26.652711,-80.178618",1,,"VEI Systems, LLC & Palm Beach Central High School",,
#N/A,TN,"Nashville, TN ",1890,,2007,2006,"36.144806,-86.841087",0,,NASA/Tennessee State University-SEMAA & Middle Tennessee High Schools,,
,ID,"Meridian, ID ",1891,,2016,2006,"43.585503,-116.367941",1,,Micron Technology/Plexus & Mountain View High School ,,
,MD,"Baltimore, MD",1893,,2011,2006,"39.345241,-76.643353",1,,"Parametric Technology Corporation/PTC/BAE Systems/Lockhead Martin/Applied Control Engineering, Inc/Baltimore Polytechnic Institute Alumni Assication/Community Colleges of Baltimore County/Capitol College & Baltimore Polytechnic Institute",,
,MD,"Baltimore, MD",1894,,2008,2006,"39.365728,-76.569933",1,,"Datta Consultants, Inc./Maryland Space Grant Consortium/Morgan State University/NASA/Sylvan Laureate Foundation & WEB DuBois High School",,
,VA,"Manassas, VA ",1895,,2016,2006,"38.745616,-77.467046",1,,"Lockheed Martin/Micron Technology, Inc./Manassas City Public Schools Education Foundation, INC/Aerojet Rocketdyne Foundation & Osbourn High ",,
MI,MI,"Traverse City, MI ",1896,1711,2016,2006,"44.766977,-85.589963",1,,"General Motors/Grand Traverse Manufacturers' Golf Outing/Cone Drive Operations, Inc. & Tba Career Tech Center ",,
,NM,"Albuquerque, NM ",1897,,2008,2006,"35.034848,-106.709649",1,,Intel/Society of Mexican American Engineers and Scientists (MAES) & South Valley Academy High School,,
,TX,"Houston, TX ",1898,,2011,2006,"29.753179,-95.637641",1,,BAE Systems & Westside High School,,
PNW,WA,"Bellevue, WA ",1899,,2016,2006,"47.631366,-122.123142",1,,Microsoft/OSPI/Bellevue Schools Foundation & Interlake Senior High School ,,
,DC,"Washington, DC ",1900,,2010,2006,"38.943122,-77.028944",1,,NASA & T. Roosevelt Senior High School,,
#N/A,Canada-ON,"St. Marys, ON, Canada",1901,,2007,2006,"43.257034,-81.133705",1,,INNO-TECH & St. Marys DCVI,,
,FL,"Winter Park, FL ",1902,,2016,2006,"28.5999998,-81.3392352",0,,"Lockheed Martin / Magnus Hi-Tech / NASA / Electronic Arts / BAE Systems / Comcast NBC Universal / Disney VoluntEARS / Stage Equipment and Lighting / Castle Ventures / Central Florida Chapter Fluid Power Society / Firehouse Subs of Clermont Florida / Elise Cronin-Hurley Web & Graphic Design & Orange County 4-H, Florida ",,
,MD,"Baltimore, MD",1904,,2008,2006,"39.309954,-76.677904",1,,Maryland Space Grant Consortium / Morgan State University & Walbrook High School Campus,,
#N/A,MO,"Kansas City, MO ",1905,,2007,2006,"39.091997,-94.59807",1,,Ewing Marion Kauffman Foundation & Alta Vista High School,,
#N/A,UT,"Roy, UT ",1906,"1505,1724",2007,2006,"41.176316,-112.031592",1,,NASA & Roy High School,,
,VA,"Farmville, VA ",1907,,2009,2006,"37.267056,-78.403616",1,,Prince Edward High School,,
,VA,"Eastville, VA ",1908,,2016,2006,"37.361289,-75.940118",1,,NASA / US Navy / BAE Systems -Norfolk Ship Repair / Rommel's ACE Hardware / Onancock Building Supply / Northampton County Education Foundation / Northampton County High School Alumni / Northampton County Public Schools / Exmore Rotary Club / Cape Charles Rotary / Exmore Rotary Club / Yuk Yuk and Joes / Onancock Rotary Club & Northampton High ,,
#N/A,MA,"Boston, MA ",1909,,2007,2006,"42.281183,-71.170378",1,,Smith Family Foundation & Parkway Academy of Technology and Health,,
#N/A,MO,"Kansas City, MO ",1910,,2007,2006,"38.960067,-94.607984",1,,Ewing Marion Kauffman Foundation & Rockhurst High School,,
#N/A,MT,"Fort Benton, MT ",1911,,2007,2006,"47.823068,-110.667365",1,,NASA/Eagle Rider Motorcycle Rental/Triangle Ag-Services & Fort Benton High,,
,LA,"Slidell, LA ",1912,,2016,2006,"30.271015,-89.743116",1,,"NASA Stennis Space Center / Naval Research Laboratory / DoDSTEM / Aerojet Rocketdyne / Textron Marine & Land / Gulf Coast Pain Institute / Lew Family / Geocent, Inc. / CLECO / American Nuclear Society / Nakamoto Family / St. Tammany Parish School Board / Alliance Laser & Northshore High School & Salmen High School ",,
#N/A,LA,"Covington, LA ",1913,,2007,2006,"30.493641,-90.132465",1,,NASA / Lockheed Martin & Covington High School,,
,DC,"Washington, DC ",1915,,2016,2006,"38.915556,-77.004286",1,,NASA Headquarters / Bechtel / Dept. of Defense STEM / Capitol Technology University / DC Public Schools & Mckinley Technology Hs ,,
NE,MA,"Roxbury, MA ",1916,,2011,2006,"42.329874,-71.086554",1,,Boston Scientific/Textron & Madison Park Tech Voc High School,,
#N/A,AZ,"Prescott, AZ ",1917,,2007,2006,"34.635916,-112.405547",1,,NASA/Embry-Riddle & Tri City College Prep High School,,
MI,MI,"Fremont, MI ",1918,,2016,2006,"43.467009,-85.916124",1,,Newaygo County Regional Educational Service Agency/The Fremont Area Community Foundation/The Gerber Foundation/Kaydon Bearings/The people of Newaygo County & Newaygo County Career Tech Center ,,
#N/A,MA,"South Boston, MA ",1919,,2007,2006,"42.306571,-71.115241",1,,Smith Family Foundation & Monument High School,,
,LA,"New Orleans, LA ",1920,,2016,2006,"29.941666,-90.111969",1,,Orleans Parish Public Schools & Eleanor Mcmain Secondary School ,,
NE,NH,"Contoocook/Weare, NH ",1922,,2016,2006,"43.230668,-71.719123",1,,MicroDaq.com Ltd & Hopkinton High School & John Stark Regional High School & Hopkinton Middle School ,,
MAR,NJ,"Plainsboro, NJ ",1923,,2016,2006,"40.323326,-74.60033",1,,Bloomberg / Goldman Sachs / NRG / Bristol Myers Squibb / Citibank / United Therapeutics / SolidWorks / Friends & Families of 1923 / Michael Baker International & Wwindsor Plainsboro North & Wwindsor Plainsboro South ,,
#N/A,CA,"West Hills, CA ",1925,,2006,2006,"34.206234,-118.656277",1,,NASA & New Community Jewish High School,,
,AZ,"Chinle, AZ ",1926,,2008,2006,"36.152291,-109.556866",0,,NASA / Embry Riddle University / Wilson Electric / NAU / Troops To Teachers / Intel / Microchip Technology & NATIVE and EVIT High School,,
,MS,"Biloxi, MS ",1927,,2016,2006,"30.551911,-89.020895",1,,NDEP/NASA/Stennis Space Center/Huntington Ingalls Industries/Mississippi Power Company/BAE Systems/Argosy Foundation /Newman's Own Foundation & St Patrick Catholic High School ,,
MAR,NJ,"Montclair, NJ ",1929,555,2008,2006,"40.823684,-74.213543",1,,Credit Suisse & Montclair Board of Education,All female team,
,NY,"Henrietta, NY ",1930,,2008,2006,"43.056979,-77.606803",1,,Lee Garelick/Read's Ice Cream/Rochester Software Associates/Cleaning with Care/Gripa/Mark's Remodeling & Rush Henrietta,,
#N/A,NJ,"Little Falls, NJ ",1931,,2006,2006,"40.878927,-74.215722",1,,BAE & Passaic Valley Regional High School,,
#N/A,MT,"Great Falls, MT ",1932,,2007,2006,"47.501318,-111.274721",1,,NASA/Montana Space Grant Consortium /Johnson Madison Lumber Company/Big R Stores & Great Falls Public Schools,,
,UK,"Doncaster, UK, Great Britain",1933,2120,2009,2006,"53.538701,-1.182361",1,,Campsmount Technology College & Ridgewood high school,,
#N/A,UK,"London, UK, Great Britain",1934,,2007,2006,"51.511467,-0.125656",0,,Heart of London,,
#N/A,Canada-ON,"Toronto, ON, Canada",1935,,2006,2006,"43.666377,-79.402916",0,,University of Toronto Schools,,
,Israel,"Reut, Central, Israel",1937,,2016,2006,"31.907653, 35.007614",1,,Google / Omri Insurance Agency / Malat IAI / Hi-Cut / Municipality of Modi'in-Maccabim-Reut / Lior Shemer Furniture / Alumayer Group / Keren Lahaim Foundation / National Instruments / Omen Group / PL Group / Neot Reu't Foundation & Mor & MOR High School ,,
#N/A,MT,"Manhattan, MT ",1938,,2006,2006,"45.860494,-111.329148",1,,NASA & Manhattan High School,,
,MO,"Kansas City, MO ",1939,,2016,2006,"38.919503,-94.607799",1,,THE BARSTOW SCHOOL ,,
MI,MI,"Benton Harbor, MI ",1940,,2016,2006,"42.10263,-86.459277",1,,Whirlpool Corporation / Benton Harbor Area Schools & Benton Harbor High School ,,
MI,MI,"Detroit, MI ",1941,,2015,2006,"42.349278,-83.08351",1,,ITT Technical Institute / The Chrysler Foundation / D.R.M. Stakor and Associates / GM & DOUGLASS ACADEMY FOR YOUNG MEN ,,
,Israel,"Tel-Nof, Central, Israel",1942,,2016,2006,"31.839472,34.821844",0,,IAF-ASSOCIATION/ROBOTEC TECNOLOGIES(INTELITEK)/IAF-DEPOT 22 & 0RT ISRAEL & ORT TEL NOF ,,
,Israel,"Rosh Hayin, Central, Israel",1943,,2016,2006,"32.096764,34.906318",0,,ONE1 / municipality of Rosh Ha'ain & begin high scool ,,
,Israel,"Haifa, Israel",1944,,2016,2006,"32.830361,34.974338",0,,SRT/Israel Air force/Omega Air & Airforce High School ,,
#N/A,Israel,"Nazareth, Northern, Israel",1945,,2006,2006,"32.699635,35.303546",0,,Technion & Ort Nazareth High School,,
,Israel,"Tamara, Northern, Israel",1946,,2015,2006,"32.804348,35.642332",0,,FIRST HAGLIL Comunity/Tamra municipality/Neighborhood Group ,,
,Israel,"Hadera, Central, Israel",1947,,2008,2006,"32.442785,34.920878",0,,Alliance Industries/GM UMI Israel & Sciences & Arts Amal1 H.S.,,
#N/A,Israel,"Kfar Saba, Central, Israel",1948,,2006,2006,"32.178195,34.90761",0,,Cellcom & Ort Shapirah High School,,
,Israel,"Natanya, Central, Israel",1949,,2013,2006,"32.321458,34.853196",0,,"Shapira, Natanya H.S.",,
#N/A,Israel,"Emek Hefer, Northern, Israel",1950,,2007,2006,"32.349387,34.97271",0,,James Richardson & Emek Hefer High School,,
,Israel,"Tel Aviv, Tel Aviv, Israel",1951,,2008,2006,"32.055927,34.803786",1,,Tel Aviv Municipality & Ort Singolovsky,,
,Israel,"Tzrifin, Central, Israel",1952,,2015,2006,"31.957121,34.840812",0,,HOME SCHOOL ,All female team,
,Israel,"Beer Sheva, Southern, Israel",1954,,2016,2006,"31.262998,34.802113",0,,Rash foundation & AMAL RAMOT BEER SHEVA ,,
,Israel,"Emek Hayarden, Northern, Israel",1955,,2011,2006,"32.726808,35.554842",0,,Beit Yerah,,
#N/A,Israel,"Hoom El Phachem, Northern, Israel",1956,,2007,2006,"32.78927,35.00386",0,,Hoom El Phachem,,
,Israel,"Katzerin, Northern, Israel",1957,,2011,2006,"32.99038,35.695374",1,,Altshuler Shaham/Assatec/Intel & Nofey Golan,,
,SC,"Columbia, SC ",1959,,2011,2006,"34.058987,-80.935785",1,,"FN Manufacturing / Dennis Corporation / B.W. Clark, Inc / Gilmore Consulting LLC / Cadillac Quality Vending / Blue Cross Blue Shield / Gillam & Assoc & Blythewood High School",,
#N/A,MT,"Darby, MT ",1960,,2007,2006,"46.027333,-114.180672",1,,NASA & Darby High School,,
#N/A,SC,"Greenville, SC ",1961,,2006,2006,"34.839608,-82.408207",1,,Greenville Senior High School,,
#N/A,MA,"Boston, MA ",1962,,2007,2006,"42.380638,-71.034899",1,,Smith Family Foundation & East Boston High School,,
#N/A,UK,"Winchester, UK, Great Britain",1963,,2006,2006,"51.070619,-1.320817",1,,Peter Symonds College,,
NE,MA,"Brighton, MA ",1965,,2016,2006,"42.361419,-71.070599",1,,EMC Corporation/Analog Devices Inc/Raytheon/PTC & Saint Joseph Preparatory High School ,All female team,
#N/A,MT,"Missoula, MT ",1966,,2006,2006,"46.863007,-113.997442",1,,Hellgate High School,,
,CA,"San Jose, CA ",1967,,2016,2006,"37.327626,-121.88277",1,,Apple / Qualcomm / BAE Systems / Brin Wojcicki Foundation / Intuitive Surgical / NVIDIA / Kirkland Family / TechShop / SolidWorks & Notre Dame High School ,All female team,
#N/A,CA,"Menlo Park, CA ",1970,,2007,2006,"37.461429,-122.157143",1,,Google & East Palo Alto High School,,
,CA,"El Centro, CA ",1972,,2016,2006,"32.788721,-115.566609",1,,Lowe's/Imperial Valley MESA & Central Union High ,,
NE,MA,"Boston, MA ",1973,,2016,2006,"42.3492,-71.145461",1,,Gelfand Family Foundation/Gentle Giants Moving Company/Textron Corporation/Harvard Business School/Boston Scientific/Irene Chan/Tufts University/MIT/Boston University College of Engineering & Brighton High ,,
,CA,"Stockton, CA ",1974,,2009,2006,"37.952668,-121.295096",1,,Boeing & Weber Tech,,
#N/A,MA,"Millton, MA ",1975,,2007,2006,"42.259471,-71.059566",1,,Akamai Foundation & Fontbonne Academy,All female team,
#N/A,TX,"Eden, TX ",1976,,2006,2006,"31.21849,-99.843149",1,,AEP/Ethicon & Eden High School,,
,CO,"Loveland, CO ",1977,,2016,2006,"40.420064,-105.090631",1,,Northrop Grumman/Lockheed Martin/Prosci/PTC & Loveland High School ,,
#N/A,AZ,"Phoenix, AZ ",1978,,2006,2006,"33.679126,-112.120108",1,,NASA/Honeywell Int. & Barry Goldwater High School,,
,MD,"Aberdeen, MD ",1980,,2012,2007,"39.515408,-76.17086",1,,CERDEC / Battelle / SAIC / Raytheon & Aberdeen High School,,
,MO,"Independence, MO ",1981,,2009,2007,"39.096918,-94.462467",1,,Boeing/Ewing Marion Kauffman Foundation & Van Horn High School,,
,KS,"Shawnee, KS ",1982,,2016,2007,"39.006485,-94.731954",1,,BlueScope Construction / Black & Veatch / M.E. Group / Wood by Design / Shawnee Mission Education Foundation & Shawnee Mission Northwest High ,,
PNW,WA,"Seattle, WA ",1983,,2016,2007,"47.423075,-122.327169",1,,The Boeing Company / Lockheed Martin / OmanTek / BLR Aerospace / Alaska Airlines / OMAX / Champion and Assoc. / AHS PTSA & Raisbeck Aviation High School ,,
,KS,"Overland Park, KS ",1984,,2016,2007,"38.934837,-94.65229",1,,Kansas City Power and Light/Honeywell Hometown Solutions/Ewing Marion Kauffman Foundaton/Shawnee Mission Education Foundation & Shawnee Mission South High ,,
,MO,"Florissant, MO ",1985,,2016,2007,"38.831195,-90.313101",1,,The Boeing Company / Monsanto Fund / Hazelwood School District / HCHS Student Council & Pep Club & Hazelwood Central High ,,
,MO,"Lees Summit, MO ",1986,,2016,2007,"38.873397,-94.40273",1,,"TradeBot / Venture Industrial Products / Best Buy / National Instruments / Michael & Jayne Hartwig / Shawn & Kristen Roy / Clarcor Inc. / Delmer & Ruth Harris / Dr. Tom Cates / Honeywell FM&T / Intuitive Surgical, Inc / IBM / American Century Investments / US Engineering / Paradise Park / Mr. Longarm / Tod Stafford / Metals USA / Dairy Queen / Kastle Grinding / CK Enterprises / Billy Goat Industries & Lee's Summit West High ",,
